SEG NUM, PARENT, CHILDREN, STATUS, DIAMETER, START X, START Y, START X, END X, END Y, END Z, LENGTH, ENERGY, VELOCITY, DIST FROM ROOT, FARTHEST DIST FROM ROOT, 
141, 139, pr: 143 pr: 144 , PRIMARY, 0.112157, -9.97849, 56.5627, -12.6587, -10.2888, 56.1452, -13.616, 1.0895, 108950, 0.00628959, 0, 0, 
142, 139, pr: 145 pr: 146 , PRIMARY, 0.0918846, -9.97849, 56.5627, -12.6587, -9.9554, 56.2297, -13.1376, 0.583746, 47983.8, 0.00422139, 0, 0, 
143, 141, NO CHILDREN, PRIMARY, 0.0845203, -10.2888, 56.1452, -13.616, -10.5522, 55.4466, -14.535, 1.18405, 118405, 0.00357184, 0, 0, 
144, 141, NO CHILDREN, PRIMARY, 0.07332, -10.2888, 56.1452, -13.616, -9.86889, 55.286, -14.6794, 1.43018, 127324, 0.00268791, 0, 0, 
145, 142, NO CHILDREN, PRIMARY, 0.0712955, -9.9554, 56.2297, -13.1376, -9.85563, 56.0126, -14.1338, 1.02445, 102445, 0.00254152, 0, 0, 
146, 142, NO CHILDREN, PRIMARY, 0.0754947, -9.9554, 56.2297, -13.1376, -9.85235, 55.9106, -13.7007, 0.655371, 58069.6, 0.00284973, 0, 0, 
147, 140, pr: 149 pr: 150 , PRIMARY, 0.109851, -9.18924, 55.8373, -13.6737, -8.6809, 55.4982, -15.66, 2.07815, 207815, 0.00603365, 0, 0, 
148, 140, pr: 151 pr: 152 , PRIMARY, 0.0925938, -9.18924, 55.8373, -13.6737, -9.14921, 55.4604, -14.2314, 0.674372, 61067, 0.0042868, 0, 0, 
149, 147, NO CHILDREN, PRIMARY, 0.0596426, -8.6809, 55.4982, -15.66, -8.25157, 55.5504, -16.3585, 0.821571, 82157.1, 0.00177862, 0, 0, 
150, 147, NO CHILDREN, PRIMARY, 0.073205, -8.6809, 55.4982, -15.66, -8.49779, 55.4144, -16.0387, 0.428971, 50518.9, 0.00267949, 0, 0, 
151, 148, NO CHILDREN, PRIMARY, 0.078341, -9.14921, 55.4604, -14.2314, -9.27267, 55.1293, -15.1034, 0.94083, 94082.9, 0.00306866, 0, 0, 
152, 148, NO CHILDREN, PRIMARY, 0.083668, -9.14921, 55.4604, -14.2314, -9.0696, 55.2037, -14.598, 0.454506, 37589.9, 0.00350016, 0, 0, 
153, 138, pr: 155 pr: 156 , PRIMARY, 0.157247, -8.60745, 57.2424, -10.904, -10.1589, 56.7787, -11.5233, 1.73368, 173368, 0.0123633, 0, 0, 
154, 138, pr: 161 pr: 162 , PRIMARY, 0.132837, -8.60745, 57.2424, -10.904, -9.39078, 56.0715, -11.4553, 1.51276, 172164, 0.00882284, 0, 0, 
155, 153, pr: 157 pr: 158 , PRIMARY, 0.0883132, -10.1589, 56.7787, -11.5233, -11.0172, 56.2702, -11.7016, 1.0134, 101340, 0.00389961, 0, 0, 
156, 153, pr: 159 pr: 160 , PRIMARY, 0.104942, -10.1589, 56.7787, -11.5233, -10.4718, 55.4405, -11.1934, 1.41324, 155641, 0.00550638, 0, 0, 
157, 155, NO CHILDREN, PRIMARY, 0.0855558, -11.0172, 56.2702, -11.7016, -11.5776, 55.5577, -11.6166, 0.910411, 91041.1, 0.0036599, 0, 0, 
158, 155, NO CHILDREN, PRIMARY, 0.0828623, -11.0172, 56.2702, -11.7016, -10.8771, 55.6218, -12.09, 0.768766, 82800.3, 0.00343308, 0, 0, 
159, 156, NO CHILDREN, PRIMARY, 0.0787247, -10.4718, 55.4405, -11.1934, -10.5526, 55.1304, -10.9773, 0.386562, 38656.2, 0.00309879, 0, 0, 
160, 156, NO CHILDREN, PRIMARY, 0.0920353, -10.4718, 55.4405, -11.1934, -10.7396, 54.2342, -9.72269, 1.92096, 152526, 0.00423525, 0, 0, 
161, 154, pr: 163 pr: 164 , PRIMARY, 0.0997668, -9.39078, 56.0715, -11.4553, -9.64686, 55.0992, -11.6273, 1.02011, 102012, 0.00497671, 0, 0, 
162, 154, pr: 165 pr: 166 , PRIMARY, 0.123048, -9.39078, 56.0715, -11.4553, -8.85467, 55.6201, -11.6949, 0.740669, 70880.4, 0.00757042, 0, 0, 
163, 161, NO CHILDREN, PRIMARY, 0.0675932, -9.64686, 55.0992, -11.6273, -9.87857, 54.7297, -11.867, 0.497646, 49764.6, 0.00228442, 0, 0, 
164, 161, NO CHILDREN, PRIMARY, 0.067756, -9.64686, 55.0992, -11.6273, -9.67423, 54.8871, -11.8213, 0.288731, 23893.1, 0.00229544, 0, 0, 
165, 162, NO CHILDREN, PRIMARY, 0.0819561, -8.85467, 55.6201, -11.6949, -8.35585, 54.9518, -11.6659, 0.834452, 83445.3, 0.0033584, 0, 0, 
166, 162, NO CHILDREN, PRIMARY, 0.0834798, -8.85467, 55.6201, -11.6949, -9.18928, 54.0787, -11.9184, 1.59305, 160875, 0.00348444, 0, 0, 
167, 136, pr: 169 pr: 170 , PRIMARY, 0.172422, -6.33347, 54.9176, -14.1406, -6.4538, 52.6611, -15.7579, 2.77878, 277878, 0.0148647, 0, 0, 
168, 136, pr: 183 pr: 184 , PRIMARY, 0.189235, -6.33347, 54.9176, -14.1406, -8.07237, 53.0158, -16.1231, 3.25128, 263848, 0.0179049, 0, 0, 
169, 167, pr: 171 pr: 172 , PRIMARY, 0.173039, -6.4538, 52.6611, -15.7579, -6.1505, 51.1574, -16.3786, 1.65485, 165484, 0.0149713, 0, 0, 
170, 167, pr: 177 pr: 178 , PRIMARY, 0.15239, -6.4538, 52.6611, -15.7579, -4.58125, 50.8984, -16.9682, 2.84229, 258338, 0.0116114, 0, 0, 
171, 169, pr: 173 pr: 174 , PRIMARY, 0.132964, -6.1505, 51.1574, -16.3786, -6.17775, 48.3784, -16.6266, 2.7902, 279020, 0.00883968, 0, 0, 
172, 169, pr: 175 pr: 176 , PRIMARY, 0.0984189, -6.1505, 51.1574, -16.3786, -6.01217, 50.5448, -15.818, 0.841838, 92548.3, 0.00484314, 0, 0, 
173, 171, NO CHILDREN, PRIMARY, 0.07793, -6.17775, 48.3784, -16.6266, -6.01571, 47.7039, -16.4782, 0.70942, 70942.1, 0.00303655, 0, 0, 
174, 171, NO CHILDREN, PRIMARY, 0.0795493, -6.17775, 48.3784, -16.6266, -5.981, 47.3158, -15.6041, 1.48768, 126525, 0.00316405, 0, 0, 
175, 172, NO CHILDREN, PRIMARY, 0.0616822, -6.01217, 50.5448, -15.818, -5.77263, 50.4169, -15.3822, 0.513469, 51346.9, 0.00190235, 0, 0, 
176, 172, NO CHILDREN, PRIMARY, 0.0716629, -6.01217, 50.5448, -15.818, -5.29037, 50.1033, -15.1223, 1.09544, 105675, 0.00256778, 0, 0, 
177, 170, pr: 179 pr: 180 , PRIMARY, 0.131492, -4.58125, 50.8984, -16.9682, -3.35239, 50.1389, -17.1251, 1.45316, 145316, 0.00864506, 0, 0, 
178, 170, pr: 181 pr: 182 , PRIMARY, 0.113063, -4.58125, 50.8984, -16.9682, -3.6542, 50.3663, -15.9101, 1.5041, 155696, 0.0063916, 0, 0, 
179, 177, NO CHILDREN, PRIMARY, 0.0879722, -3.35239, 50.1389, -17.1251, -2.46918, 48.7976, -17.1072, 1.606, 160600, 0.00386955, 0, 0, 
180, 177, NO CHILDREN, PRIMARY, 0.0821605, -3.35239, 50.1389, -17.1251, -3.23345, 49.3833, -17.4597, 0.834864, 84067.5, 0.00337518, 0, 0, 
181, 178, NO CHILDREN, PRIMARY, 0.079381, -3.6542, 50.3663, -15.9101, -3.14257, 50.3743, -15.5062, 0.651864, 65186.4, 0.00315067, 0, 0, 
182, 178, NO CHILDREN, PRIMARY, 0.0892678, -3.6542, 50.3663, -15.9101, -2.83017, 50.2693, -15.7059, 0.854486, 95214.4, 0.00398437, 0, 0, 
183, 168, pr: 185 pr: 186 , PRIMARY, 0.142349, -8.07237, 53.0158, -16.1231, -9.10577, 52.6821, -17.101, 1.4614, 146140, 0.0101316, 0, 0, 
184, 168, pr: 191 pr: 192 , PRIMARY, 0.177397, -8.07237, 53.0158, -16.1231, -7.86588, 52.5644, -17.3142, 1.29046, 147007, 0.0157349, 0, 0, 
185, 183, pr: 187 pr: 188 , PRIMARY, 0.105104, -9.10577, 52.6821, -17.101, -9.75539, 52.7135, -17.9502, 1.06964, 106965, 0.00552337, 0, 0, 
186, 183, pr: 189 pr: 190 , PRIMARY, 0.117145, -9.10577, 52.6821, -17.101, -9.24011, 52.5225, -18.0029, 0.925673, 119584, 0.00686148, 0, 0, 
187, 185, NO CHILDREN, PRIMARY, 0.0715349, -9.75539, 52.7135, -17.9502, -10.3065, 52.7406, -18.7049, 0.934909, 93490.8, 0.00255862, 0, 0, 
188, 185, NO CHILDREN, PRIMARY, 0.0865017, -9.75539, 52.7135, -17.9502, -10.2073, 52.5102, -17.8374, 0.508185, 80191.8, 0.00374127, 0, 0, 
189, 186, NO CHILDREN, PRIMARY, 0.0805681, -9.24011, 52.5225, -18.0029, -9.63307, 52.5404, -18.9869, 1.05967, 105967, 0.00324561, 0, 0, 
190, 186, NO CHILDREN, PRIMARY, 0.071796, -9.24011, 52.5225, -18.0029, -9.57851, 52.4325, -18.2478, 0.427294, 43893.4, 0.00257733, 0, 0, 
191, 184, pr: 193 pr: 194 , PRIMARY, 0.107129, -7.86588, 52.5644, -17.3142, -8.12972, 51.9557, -18.2156, 1.11923, 111923, 0.00573828, 0, 0, 
192, 184, pr: 195 pr: 196 , PRIMARY, 0.110279, -7.86588, 52.5644, -17.3142, -7.63051, 52.036, -17.963, 0.869164, 70311, 0.00608068, 0, 0, 
193, 191, NO CHILDREN, PRIMARY, 0.0881184, -8.12972, 51.9557, -18.2156, -8.25381, 51.9232, -18.9099, 0.705959, 70596, 0.00388243, 0, 0, 
194, 191, NO CHILDREN, PRIMARY, 0.0626751, -8.12972, 51.9557, -18.2156, -8.16443, 51.5927, -18.7073, 0.612119, 59936.4, 0.00196409, 0, 0, 
195, 192, NO CHILDREN, PRIMARY, 0.0752547, -7.63051, 52.036, -17.963, -7.13735, 51.5755, -18.569, 0.906937, 90693.5, 0.00283163, 0, 0, 
196, 192, NO CHILDREN, PRIMARY, 0.0828338, -7.63051, 52.036, -17.963, -7.54834, 51.7105, -18.4426, 0.58541, 48655.3, 0.00343072, 0, 0, 
197, 134, pr: 199 pr: 200 , PRIMARY, 0.210517, -6.18707, 58.9063, -11.2919, -5.74696, 56.8576, -12.8271, 2.59758, 259758, 0.0221587, 0, 0, 
198, 134, pr: 229 pr: 230 , PRIMARY, 0.309049, -6.18707, 58.9063, -11.2919, -7.04434, 56.3326, -13.832, 3.71619, 276633, 0.0477556, 0, 0, 
199, 197, pr: 201 pr: 202 , PRIMARY, 0.225529, -5.74696, 56.8576, -12.8271, -5.76169, 55.5778, -14.2154, 1.88824, 188824, 0.0254316, 0, 0, 
200, 197, pr: 215 pr: 216 , PRIMARY, 0.186551, -5.74696, 56.8576, -12.8271, -5.01292, 55.7321, -13.9909, 1.77761, 143968, 0.0174006, 0, 0, 
201, 199, pr: 203 pr: 204 , PRIMARY, 0.142251, -5.76169, 55.5778, -14.2154, -6.18165, 53.8759, -15.4265, 2.13067, 213067, 0.0101177, 0, 0, 
202, 199, pr: 209 pr: 210 , PRIMARY, 0.147126, -5.76169, 55.5778, -14.2154, -3.83838, 53.1519, -16.032, 3.58944, 343707, 0.010823, 0, 0, 
203, 201, pr: 205 pr: 206 , PRIMARY, 0.107848, -6.18165, 53.8759, -15.4265, -6.87319, 53.0699, -16.3201, 1.38785, 138785, 0.00581561, 0, 0, 
204, 201, pr: 207 pr: 208 , PRIMARY, 0.105821, -6.18165, 53.8759, -15.4265, -6.10057, 53.2541, -15.9877, 0.841487, 131105, 0.00559907, 0, 0, 
205, 203, NO CHILDREN, PRIMARY, 0.0810589, -6.87319, 53.0699, -16.3201, -7.84686, 52.0923, -16.809, 1.46387, 146387, 0.00328527, 0, 0, 
206, 203, NO CHILDREN, PRIMARY, 0.0689019, -6.87319, 53.0699, -16.3201, -7.0938, 52.5612, -16.9112, 0.810519, 70540, 0.00237373, 0, 0, 
207, 204, NO CHILDREN, PRIMARY, 0.0553451, -6.10057, 53.2541, -15.9877, -6.12704, 52.48, -16.2849, 0.829622, 82962.3, 0.00153154, 0, 0, 
208, 204, NO CHILDREN, PRIMARY, 0.0862947, -6.10057, 53.2541, -15.9877, -5.89671, 52.8123, -16.576, 0.763484, 62605.3, 0.00372339, 0, 0, 
209, 202, pr: 211 pr: 212 , PRIMARY, 0.106494, -3.83838, 53.1519, -16.032, -3.26355, 52.5714, -17.1515, 1.38586, 138586, 0.00567044, 0, 0, 
210, 202, pr: 213 pr: 214 , PRIMARY, 0.140937, -3.83838, 53.1519, -16.032, -3.87193, 52.8324, -16.635, 0.683237, 66997.9, 0.0099316, 0, 0, 
211, 209, NO CHILDREN, PRIMARY, 0.0792469, -3.26355, 52.5714, -17.1515, -3.11911, 52.5239, -17.8755, 0.739849, 73984.9, 0.00314004, 0, 0, 
212, 209, NO CHILDREN, PRIMARY, 0.0811901, -3.26355, 52.5714, -17.1515, -3.19608, 52.2563, -17.6532, 0.59627, 57620.4, 0.00329592, 0, 0, 
213, 210, NO CHILDREN, PRIMARY, 0.0755439, -3.87193, 52.8324, -16.635, -3.83716, 52.7431, -17.2043, 0.577328, 57732.9, 0.00285344, 0, 0, 
214, 210, NO CHILDREN, PRIMARY, 0.081521, -3.87193, 52.8324, -16.635, -4.1089, 52.0855, -17.4464, 1.12798, 99693.1, 0.00332284, 0, 0, 
215, 200, pr: 217 pr: 218 , PRIMARY, 0.177703, -5.01292, 55.7321, -13.9909, -3.97146, 55.0973, -15.2887, 1.78098, 178098, 0.0157891, 0, 0, 
216, 200, pr: 223 pr: 224 , PRIMARY, 0.135158, -5.01292, 55.7321, -13.9909, -4.5202, 55.1664, -14.9687, 1.23246, 143828, 0.00913389, 0, 0, 
217, 215, pr: 219 pr: 220 , PRIMARY, 0.102347, -3.97146, 55.0973, -15.2887, -3.24485, 54.8757, -15.7572, 0.892533, 89253.3, 0.00523745, 0, 0, 
218, 215, pr: 221 pr: 222 , PRIMARY, 0.119062, -3.97146, 55.0973, -15.2887, -3.10255, 54.9132, -15.0718, 0.914269, 104373, 0.0070879, 0, 0, 
219, 217, NO CHILDREN, PRIMARY, 0.076373, -3.24485, 54.8757, -15.7572, -2.85323, 54.3743, -16.3059, 0.840105, 84010.4, 0.00291642, 0, 0, 
220, 217, NO CHILDREN, PRIMARY, 0.0913335, -3.24485, 54.8757, -15.7572, -3.21823, 54.7956, -15.8677, 0.139078, 12086.7, 0.00417091, 0, 0, 
221, 218, NO CHILDREN, PRIMARY, 0.0827052, -3.10255, 54.9132, -15.0718, -1.94001, 55.1195, -14.8156, 1.20818, 120818, 0.00342008, 0, 0, 
222, 218, NO CHILDREN, PRIMARY, 0.0877686, -3.10255, 54.9132, -15.0718, -2.80949, 55.0999, -14.375, 0.778596, 77056.7, 0.00385167, 0, 0, 
223, 216, pr: 225 pr: 226 , PRIMARY, 0.110123, -4.5202, 55.1664, -14.9687, -3.96243, 54.9049, -15.5526, 0.848763, 84876.4, 0.00606357, 0, 0, 
224, 216, pr: 227 pr: 228 , PRIMARY, 0.113524, -4.5202, 55.1664, -14.9687, -4.5233, 55.1539, -14.9923, 0.0268769, -5133.37, 0.00644388, 0, 0, 
225, 223, NO CHILDREN, PRIMARY, 0.0750879, -3.96243, 54.9049, -15.5526, -3.78636, 54.8037, -16.213, 0.690939, 69093.8, 0.0028191, 0, 0, 
226, 223, NO CHILDREN, PRIMARY, 0.0851244, -3.96243, 54.9049, -15.5526, -3.29706, 54.7017, -16.1829, 0.938822, 91713.5, 0.00362308, 0, 0, 
227, 224, NO CHILDREN, PRIMARY, 0.0723783, -4.5233, 55.1539, -14.9923, -4.90075, 54.9602, -15.8696, 0.974473, 97447.3, 0.00261931, 0, 0, 
228, 224, NO CHILDREN, PRIMARY, 0.0720345, -4.5233, 55.1539, -14.9923, -4.31538, 55.0037, -15.7847, 0.83285, 84685.2, 0.00259449, 0, 0, 
229, 198, pr: 231 pr: 232 , PRIMARY, 0.245272, -7.04434, 56.3326, -13.832, -8.59304, 52.9558, -15.4194, 4.03995, 403995, 0.0300792, 0, 0, 
230, 198, pr: 245 pr: 246 , PRIMARY, 0.183897, -7.04434, 56.3326, -13.832, -6.75932, 55.1991, -14.5562, 1.37506, 122944, 0.0169091, 0, 0, 
231, 229, pr: 233 pr: 234 , PRIMARY, 0.151976, -8.59304, 52.9558, -15.4194, -9.35035, 52.0137, -16.1825, 1.42949, 142949, 0.0115483, 0, 0, 
232, 229, pr: 239 pr: 240 , PRIMARY, 0.15398, -8.59304, 52.9558, -15.4194, -8.59253, 51.3753, -17.6931, 2.76907, 227417, 0.0118549, 0, 0, 
233, 231, pr: 235 pr: 236 , PRIMARY, 0.143482, -9.35035, 52.0137, -16.1825, -9.88066, 51.4687, -17.8615, 1.84316, 184316, 0.0102935, 0, 0, 
234, 231, pr: 237 pr: 238 , PRIMARY, 0.0935746, -9.35035, 52.0137, -16.1825, -9.38505, 51.3431, -17.1284, 1.16007, 97757.2, 0.00437811, 0, 0, 
235, 233, NO CHILDREN, PRIMARY, 0.0914836, -9.88066, 51.4687, -17.8615, -9.89646, 50.7451, -18.6292, 1.05514, 105514, 0.00418463, 0, 0, 
236, 233, NO CHILDREN, PRIMARY, 0.0759989, -9.88066, 51.4687, -17.8615, -10.2654, 51.0092, -18.3208, 0.755078, 59946, 0.00288791, 0, 0, 
237, 234, NO CHILDREN, PRIMARY, 0.0908461, -9.38505, 51.3431, -17.1284, -9.0864, 51.0006, -18.4293, 1.37797, 137797, 0.00412651, 0, 0, 
238, 234, NO CHILDREN, PRIMARY, 0.077957, -9.38505, 51.3431, -17.1284, -8.68726, 50.8571, -17.9651, 1.19291, 109598, 0.00303865, 0, 0, 
239, 232, pr: 241 pr: 242 , PRIMARY, 0.102751, -8.59253, 51.3753, -17.6931, -8.3436, 51.0138, -19.6591, 2.01441, 201441, 0.00527888, 0, 0, 
240, 232, pr: 243 pr: 244 , PRIMARY, 0.131376, -8.59253, 51.3753, -17.6931, -7.97618, 50.8692, -18.4629, 1.10842, 102014, 0.00862979, 0, 0, 
241, 239, NO CHILDREN, PRIMARY, 0.0777532, -8.3436, 51.0138, -19.6591, -8.58164, 50.5577, -20.9455, 1.38549, 138549, 0.00302278, 0, 0, 
242, 239, NO CHILDREN, PRIMARY, 0.0893163, -8.3436, 51.0138, -19.6591, -9.12351, 50.6229, -20.0461, 0.954363, 89633.5, 0.0039887, 0, 0, 
243, 240, NO CHILDREN, PRIMARY, 0.0922294, -7.97618, 50.8692, -18.4629, -7.34235, 49.8278, -19.4218, 1.55106, 155106, 0.00425313, 0, 0, 
244, 240, NO CHILDREN, PRIMARY, 0.0924284, -7.97618, 50.8692, -18.4629, -6.71319, 50.5986, -18.8338, 1.34388, 132582, 0.00427151, 0, 0, 
245, 230, pr: 247 pr: 248 , PRIMARY, 0.14336, -6.75932, 55.1991, -14.5562, -5.76611, 53.8241, -15.8323, 2.12256, 212256, 0.010276, 0, 0, 
246, 230, pr: 253 pr: 254 , PRIMARY, 0.172568, -6.75932, 55.1991, -14.5562, -5.72374, 53.4711, -16.5331, 2.82248, 233281, 0.0148899, 0, 0, 
247, 245, pr: 249 pr: 250 , PRIMARY, 0.101499, -5.76611, 53.8241, -15.8323, -4.38734, 53.1797, -16.4635, 1.64764, 164764, 0.00515102, 0, 0, 
248, 245, pr: 251 pr: 252 , PRIMARY, 0.099771, -5.76611, 53.8241, -15.8323, -5.09018, 52.6239, -17.2853, 2.00217, 193393, 0.00497712, 0, 0, 
249, 247, NO CHILDREN, PRIMARY, 0.0915223, -4.38734, 53.1797, -16.4635, -3.55029, 52.3876, -16.9451, 1.24905, 124905, 0.00418816, 0, 0, 
250, 247, NO CHILDREN, PRIMARY, 0.0880816, -4.38734, 53.1797, -16.4635, -4.54452, 52.6886, -16.6929, 0.564343, 60667.8, 0.00387918, 0, 0, 
251, 248, NO CHILDREN, PRIMARY, 0.0693575, -5.09018, 52.6239, -17.2853, -4.96315, 52.0853, -17.615, 0.644124, 64412.6, 0.00240523, 0, 0, 
252, 248, NO CHILDREN, PRIMARY, 0.0777469, -5.09018, 52.6239, -17.2853, -4.80347, 51.6906, -18.2369, 1.36341, 102471, 0.00302229, 0, 0, 
253, 246, pr: 255 pr: 256 , PRIMARY, 0.116659, -5.72374, 53.4711, -16.5331, -5.32912, 51.7772, -17.2188, 1.86954, 186954, 0.00680462, 0, 0, 
254, 246, pr: 257 pr: 258 , PRIMARY, 0.103099, -5.72374, 53.4711, -16.5331, -5.60805, 53.0976, -17.0566, 0.653367, 53723.7, 0.00531466, 0, 0, 
255, 253, NO CHILDREN, PRIMARY, 0.0683527, -5.32912, 51.7772, -17.2188, -5.01854, 51.3511, -17.64, 0.674822, 67482.3, 0.00233605, 0, 0, 
256, 253, NO CHILDREN, PRIMARY, 0.0669182, -5.32912, 51.7772, -17.2188, -5.22181, 51.3316, -17.8436, 0.774887, 66840.4, 0.00223902, 0, 0, 
257, 254, NO CHILDREN, PRIMARY, 0.0805962, -5.60805, 53.0976, -17.0566, -5.30392, 52.5491, -17.7768, 0.955069, 95506.8, 0.00324788, 0, 0, 
258, 254, NO CHILDREN, PRIMARY, 0.085763, -5.60805, 53.0976, -17.0566, -4.8082, 52.5065, -17.7838, 1.23205, 111744, 0.00367765, 0, 0, 
259, 4, pr: 261 pr: 262 , PRIMARY, 0.531013, 1.90974, 66.2694, -5.69644, 4.00962, 63.7771, -10.1306, 5.50294, 550294, 0.140987, 0, 0, 
260, 4, pr: 387 pr: 388 , PRIMARY, 0.564281, 1.90974, 66.2694, -5.69644, -0.111287, 61.4865, -11.4723, 7.76666, 640752, 0.159206, 0, 0, 
261, 259, pr: 263 pr: 264 , PRIMARY, 0.375285, 4.00962, 63.7771, -10.1306, 5.90757, 62.1076, -11.8132, 3.03657, 303657, 0.0704195, 0, 0, 
262, 259, pr: 325 pr: 326 , PRIMARY, 0.404607, 4.00962, 63.7771, -10.1306, 4.01785, 62.5499, -11.8665, 2.12594, 179067, 0.0818535, 0, 0, 
263, 261, pr: 265 pr: 266 , PRIMARY, 0.30682, 5.90757, 62.1076, -11.8132, 8.80449, 58.1322, -12.5144, 4.96871, 496871, 0.0470693, 0, 0, 
264, 261, pr: 295 pr: 296 , PRIMARY, 0.321969, 5.90757, 62.1076, -11.8132, 5.96258, 61.5872, -12.3617, 0.75808, 68878.9, 0.051832, 0, 0, 
265, 263, pr: 267 pr: 268 , PRIMARY, 0.196777, 8.80449, 58.1322, -12.5144, 11.2132, 55.6418, -11.9192, 3.51542, 351542, 0.0193605, 0, 0, 
266, 263, pr: 281 pr: 282 , PRIMARY, 0.2272, 8.80449, 58.1322, -12.5144, 9.28743, 55.7227, -13.0421, 2.51344, 278382, 0.02581, 0, 0, 
267, 265, pr: 269 pr: 270 , PRIMARY, 0.161491, 11.2132, 55.6418, -11.9192, 13.4107, 53.3564, -12.4725, 3.21842, 321843, 0.0130396, 0, 0, 
268, 265, pr: 275 pr: 276 , PRIMARY, 0.155139, 11.2132, 55.6418, -11.9192, 11.9878, 53.7844, -11.7656, 2.01826, 216322, 0.0120341, 0, 0, 
269, 267, pr: 271 pr: 272 , PRIMARY, 0.109832, 13.4107, 53.3564, -12.4725, 14.016, 52.645, -12.5317, 0.93597, 93597, 0.00603155, 0, 0, 
270, 267, pr: 273 pr: 274 , PRIMARY, 0.113808, 13.4107, 53.3564, -12.4725, 14.2184, 52.7262, -11.6347, 1.3234, 136659, 0.00647609, 0, 0, 
271, 269, NO CHILDREN, PRIMARY, 0.0797129, 14.016, 52.645, -12.5317, 14.6866, 52.1871, -12.8042, 0.856441, 85644, 0.00317707, 0, 0, 
272, 269, NO CHILDREN, PRIMARY, 0.0851288, 14.016, 52.645, -12.5317, 14.1357, 52.184, -13.0215, 0.683204, 62489.1, 0.00362346, 0, 0, 
273, 270, NO CHILDREN, PRIMARY, 0.0813442, 14.2184, 52.7262, -11.6347, 14.7549, 52.1429, -11.2077, 0.900292, 90029.2, 0.00330844, 0, 0, 
274, 270, NO CHILDREN, PRIMARY, 0.0822423, 14.2184, 52.7262, -11.6347, 14.3389, 52.2399, -11.0832, 0.745139, 62483.4, 0.0033819, 0, 0, 
275, 268, pr: 277 pr: 278 , PRIMARY, 0.100252, 11.9878, 53.7844, -11.7656, 11.9824, 53.0434, -11.6886, 0.745036, 74503.7, 0.0050252, 0, 0, 
276, 268, pr: 279 pr: 280 , PRIMARY, 0.0927621, 11.9878, 53.7844, -11.7656, 11.0228, 53.0643, -12.112, 1.25287, 130571, 0.00430241, 0, 0, 
277, 275, NO CHILDREN, PRIMARY, 0.0778324, 11.9824, 53.0434, -11.6886, 11.7788, 52.4356, -11.655, 0.641907, 64190.7, 0.00302894, 0, 0, 
278, 275, NO CHILDREN, PRIMARY, 0.0784966, 11.9824, 53.0434, -11.6886, 12.0398, 51.9369, -11.5584, 1.11559, 110877, 0.00308086, 0, 0, 
279, 276, NO CHILDREN, PRIMARY, 0.0790562, 11.0228, 53.0643, -12.112, 10.3462, 52.7351, -12.5334, 0.862421, 86242, 0.00312494, 0, 0, 
280, 276, NO CHILDREN, PRIMARY, 0.0715149, 11.0228, 53.0643, -12.112, 10.8754, 52.7009, -12.3665, 0.467461, 59205.5, 0.00255719, 0, 0, 
281, 266, pr: 283 pr: 284 , PRIMARY, 0.144872, 9.28743, 55.7227, -13.0421, 9.57214, 55.1456, -12.886, 0.662169, 66216.9, 0.010494, 0, 0, 
282, 266, pr: 289 pr: 290 , PRIMARY, 0.148382, 9.28743, 55.7227, -13.0421, 8.98283, 54.5478, -13.2735, 1.23555, 147897, 0.0110086, 0, 0, 
283, 281, pr: 285 pr: 286 , PRIMARY, 0.102401, 9.57214, 55.1456, -12.886, 10.309, 54.4685, -12.7346, 1.0121, 101211, 0.00524295, 0, 0, 
284, 281, pr: 287 pr: 288 , PRIMARY, 0.0901421, 9.57214, 55.1456, -12.886, 9.78379, 54.4751, -12.5197, 0.792816, 75485.9, 0.0040628, 0, 0, 
285, 283, NO CHILDREN, PRIMARY, 0.0732776, 10.309, 54.4685, -12.7346, 10.7542, 53.9065, -12.7807, 0.718394, 71839.3, 0.00268481, 0, 0, 
286, 283, NO CHILDREN, PRIMARY, 0.0831272, 10.309, 54.4685, -12.7346, 10.8352, 53.8308, -12.4507, 0.87411, 89923.8, 0.00345506, 0, 0, 
287, 284, NO CHILDREN, PRIMARY, 0.0603146, 9.78379, 54.4751, -12.5197, 9.78308, 53.9943, -12.1581, 0.601554, 60155.3, 0.00181893, 0, 0, 
288, 284, NO CHILDREN, PRIMARY, 0.0802542, 9.78379, 54.4751, -12.5197, 9.71651, 54.1323, -12.1915, 0.479243, 34928.6, 0.00322037, 0, 0, 
289, 282, pr: 291 pr: 292 , PRIMARY, 0.127367, 8.98283, 54.5478, -13.2735, 8.06168, 53.5135, -13.7986, 1.48127, 148127, 0.00811116, 0, 0, 
290, 282, pr: 293 pr: 294 , PRIMARY, 0.10597, 8.98283, 54.5478, -13.2735, 9.05449, 53.7419, -13.5904, 0.868921, 92577.8, 0.00561477, 0, 0, 
291, 289, NO CHILDREN, PRIMARY, 0.068947, 8.06168, 53.5135, -13.7986, 7.71054, 52.7651, -13.9268, 0.836554, 83655.3, 0.00237685, 0, 0, 
292, 289, NO CHILDREN, PRIMARY, 0.0846679, 8.06168, 53.5135, -13.7986, 7.75428, 53.4051, -13.3939, 0.519633, 55787.3, 0.00358433, 0, 0, 
293, 290, NO CHILDREN, PRIMARY, 0.0779182, 9.05449, 53.7419, -13.5904, 9.62439, 52.8737, -13.9267, 1.09165, 109165, 0.00303562, 0, 0, 
