SEG NUM, PARENT, CHILDREN, STATUS, DIAMETER, START X, START Y, START X, END X, END Y, END Z, LENGTH, ENERGY, VELOCITY, DIST FROM ROOT, FARTHEST DIST FROM ROOT, 
294, 290, NO CHILDREN, PRIMARY, 0.0764444, 9.05449, 53.7419, -13.5904, 9.15158, 52.9965, -13.9046, 0.814782, 80072.7, 0.00292187, 0, 0, 
295, 264, pr: 297 pr: 298 , PRIMARY, 0.223077, 5.96258, 61.5872, -12.3617, 5.75808, 59.0829, -13.7003, 2.84695, 284696, 0.0248816, 0, 0, 
296, 264, pr: 311 pr: 312 , PRIMARY, 0.202889, 5.96258, 61.5872, -12.3617, 3.67796, 60.2349, -12.9746, 2.72469, 280919, 0.0205821, 0, 0, 
297, 295, pr: 299 pr: 300 , PRIMARY, 0.134866, 5.75808, 59.0829, -13.7003, 5.15731, 57.7792, -14.3522, 1.57655, 157655, 0.00909445, 0, 0, 
298, 295, pr: 305 pr: 306 , PRIMARY, 0.140543, 5.75808, 59.0829, -13.7003, 4.94803, 57.8243, -14.8194, 1.86885, 157178, 0.00987615, 0, 0, 
299, 297, pr: 301 pr: 302 , PRIMARY, 0.0956344, 5.15731, 57.7792, -14.3522, 4.55316, 57.0811, -14.9455, 1.09742, 109742, 0.00457297, 0, 0, 
300, 297, pr: 303 pr: 304 , PRIMARY, 0.100347, 5.15731, 57.7792, -14.3522, 4.81249, 57.1628, -15.2159, 1.1157, 93147.4, 0.00503472, 0, 0, 
301, 299, NO CHILDREN, PRIMARY, 0.0867551, 4.55316, 57.0811, -14.9455, 3.45367, 56.6501, -15.3095, 1.23579, 123579, 0.00376323, 0, 0, 
302, 299, NO CHILDREN, PRIMARY, 0.0706579, 4.55316, 57.0811, -14.9455, 4.21083, 56.1334, -15.3236, 1.07621, 116971, 0.00249627, 0, 0, 
303, 300, NO CHILDREN, PRIMARY, 0.0661562, 4.81249, 57.1628, -15.2159, 4.70955, 57.1112, -15.8317, 0.626568, 62656.8, 0.00218832, 0, 0, 
304, 300, NO CHILDREN, PRIMARY, 0.0720036, 4.81249, 57.1628, -15.2159, 4.43555, 56.5289, -16.2085, 1.23666, 117688, 0.00259226, 0, 0, 
305, 298, pr: 307 pr: 308 , PRIMARY, 0.123025, 4.94803, 57.8243, -14.8194, 4.51663, 57.0804, -15.6276, 1.18013, 118012, 0.00756759, 0, 0, 
306, 298, pr: 309 pr: 310 , PRIMARY, 0.0923, 4.94803, 57.8243, -14.8194, 4.99523, 56.4741, -16.3515, 2.04273, 159549, 0.00425965, 0, 0, 
307, 305, NO CHILDREN, PRIMARY, 0.0820693, 4.51663, 57.0804, -15.6276, 4.25368, 56.466, -15.8818, 0.714967, 71496.8, 0.00336769, 0, 0, 
308, 305, NO CHILDREN, PRIMARY, 0.0822167, 4.51663, 57.0804, -15.6276, 4.36652, 56.0039, -16.6102, 1.46522, 118076, 0.00337979, 0, 0, 
309, 306, NO CHILDREN, PRIMARY, 0.0750954, 4.99523, 56.4741, -16.3515, 4.7742, 56.0459, -16.9847, 0.795635, 79563.5, 0.00281966, 0, 0, 
310, 306, NO CHILDREN, PRIMARY, 0.0738573, 4.99523, 56.4741, -16.3515, 5.22135, 56.0937, -16.8209, 0.645058, 52722.6, 0.00272745, 0, 0, 
311, 296, pr: 313 pr: 314 , PRIMARY, 0.135074, 3.67796, 60.2349, -12.9746, 2.40905, 59.8918, -12.9069, 1.31621, 131621, 0.00912254, 0, 0, 
312, 296, pr: 319 pr: 320 , PRIMARY, 0.155827, 3.67796, 60.2349, -12.9746, 2.62622, 58.6094, -13.6247, 2.04229, 206317, 0.012141, 0, 0, 
313, 311, pr: 315 pr: 316 , PRIMARY, 0.0948666, 2.40905, 59.8918, -12.9069, 2.0988, 59.5451, -12.681, 0.517207, 51720.8, 0.00449984, 0, 0, 
314, 311, pr: 317 pr: 318 , PRIMARY, 0.10006, 2.40905, 59.8918, -12.9069, 2.32486, 59.3424, -12.5322, 0.670371, 65748.7, 0.00500604, 0, 0, 
315, 313, NO CHILDREN, PRIMARY, 0.0778921, 2.0988, 59.5451, -12.681, 1.13389, 59.3893, -12.3747, 1.02427, 102427, 0.00303359, 0, 0, 
316, 313, NO CHILDREN, PRIMARY, 0.08097, 2.0988, 59.5451, -12.681, 1.52018, 59.1602, -12.1763, 0.858865, 87171.8, 0.00327807, 0, 0, 
317, 314, NO CHILDREN, PRIMARY, 0.08698, 2.32486, 59.3424, -12.5322, 2.37417, 58.3421, -12.2597, 1.03787, 103788, 0.00378276, 0, 0, 
318, 314, NO CHILDREN, PRIMARY, 0.0798024, 2.32486, 59.3424, -12.5322, 2.4719, 58.591, -11.6694, 1.15355, 94835, 0.00318421, 0, 0, 
319, 312, pr: 321 pr: 322 , PRIMARY, 0.104405, 2.62622, 58.6094, -13.6247, 2.10825, 57.9308, -13.673, 0.855104, 85510.2, 0.00545015, 0, 0, 
320, 312, pr: 323 pr: 324 , PRIMARY, 0.0853011, 2.62622, 58.6094, -13.6247, 2.7143, 57.8899, -13.6394, 0.725035, 72830.7, 0.00363814, 0, 0, 
321, 319, NO CHILDREN, PRIMARY, 0.0757002, 2.10825, 57.9308, -13.673, 1.77726, 57.3777, -13.8989, 0.682936, 68293.7, 0.00286526, 0, 0, 
322, 319, NO CHILDREN, PRIMARY, 0.0747911, 2.10825, 57.9308, -13.673, 2.44597, 57.1058, -14.2524, 1.06313, 94001.7, 0.00279686, 0, 0, 
323, 320, NO CHILDREN, PRIMARY, 0.0726085, 2.7143, 57.8899, -13.6394, 2.65224, 57.5424, -13.5407, 0.366554, 36655.4, 0.002636, 0, 0, 
324, 320, NO CHILDREN, PRIMARY, 0.0774825, 2.7143, 57.8899, -13.6394, 2.23736, 57.1669, -13.0381, 1.05433, 90870.9, 0.00300177, 0, 0, 
325, 262, pr: 327 pr: 328 , PRIMARY, 0.302348, 4.01785, 62.5499, -11.8665, 4.47697, 61.8978, -15.3399, 3.56373, 356373, 0.0457071, 0, 0, 
326, 262, pr: 357 pr: 358 , PRIMARY, 0.266801, 4.01785, 62.5499, -11.8665, 2.03215, 58.8345, -16.1719, 6.02359, 532423, 0.0355913, 0, 0, 
327, 325, pr: 329 pr: 330 , PRIMARY, 0.186134, 4.47697, 61.8978, -15.3399, 5.20123, 61.9125, -17.0826, 1.8873, 188730, 0.0173229, 0, 0, 
328, 325, pr: 343 pr: 344 , PRIMARY, 0.213069, 4.47697, 61.8978, -15.3399, 6.41029, 60.4713, -15.1171, 2.41292, 280338, 0.0226992, 0, 0, 
329, 327, pr: 331 pr: 332 , PRIMARY, 0.129558, 5.20123, 61.9125, -17.0826, 5.444, 61.5771, -18.7595, 1.72726, 172726, 0.00839264, 0, 0, 
330, 327, pr: 337 pr: 338 , PRIMARY, 0.163057, 5.20123, 61.9125, -17.0826, 4.5226, 61.6425, -18.3533, 1.46569, 145985, 0.0132939, 0, 0, 
331, 329, pr: 333 pr: 334 , PRIMARY, 0.0843923, 5.444, 61.5771, -18.7595, 5.16604, 61.079, -19.5572, 0.980664, 98066.4, 0.00356103, 0, 0, 
332, 329, pr: 335 pr: 336 , PRIMARY, 0.106678, 5.444, 61.5771, -18.7595, 5.87094, 60.9512, -19.5629, 1.10425, 91735.2, 0.00569014, 0, 0, 
333, 331, NO CHILDREN, PRIMARY, 0.0660988, 5.16604, 61.079, -19.5572, 4.55423, 60.4001, -20.0843, 1.055, 105500, 0.00218452, 0, 0, 
334, 331, NO CHILDREN, PRIMARY, 0.0595575, 5.16604, 61.079, -19.5572, 5.12791, 60.668, -20.0194, 0.61963, 51641.6, 0.00177355, 0, 0, 
335, 332, NO CHILDREN, PRIMARY, 0.0771742, 5.87094, 60.9512, -19.5629, 6.05894, 60.8588, -20.099, 0.575613, 57561.3, 0.00297793, 0, 0, 
336, 332, NO CHILDREN, PRIMARY, 0.0649568, 5.87094, 60.9512, -19.5629, 6.13332, 60.4057, -20.4763, 1.09579, 101994, 0.00210969, 0, 0, 
337, 330, pr: 339 pr: 340 , PRIMARY, 0.0884194, 4.5226, 61.6425, -18.3533, 4.06708, 61.4714, -18.7021, 0.598668, 59866.8, 0.00390899, 0, 0, 
338, 330, pr: 341 pr: 342 , PRIMARY, 0.10541, 4.5226, 61.6425, -18.3533, 3.59937, 61.3692, -18.5771, 0.988485, 113391, 0.00555562, 0, 0, 
339, 337, NO CHILDREN, PRIMARY, 0.0594155, 4.06708, 61.4714, -18.7021, 3.62083, 61.4491, -18.8021, 0.457859, 45785.9, 0.0017651, 0, 0, 
340, 337, NO CHILDREN, PRIMARY, 0.0582843, 4.06708, 61.4714, -18.7021, 3.9779, 61.4007, -18.8615, 0.195865, 19723.7, 0.00169853, 0, 0, 
341, 338, NO CHILDREN, PRIMARY, 0.0644252, 3.59937, 61.3692, -18.5771, 2.94041, 61.1251, -18.9958, 0.818003, 81800.2, 0.0020753, 0, 0, 
342, 338, NO CHILDREN, PRIMARY, 0.0535313, 3.59937, 61.3692, -18.5771, 3.23692, 61.181, -18.4824, 0.419223, 59026.8, 0.0014328, 0, 0, 
343, 328, pr: 345 pr: 346 , PRIMARY, 0.129758, 6.41029, 60.4713, -15.1171, 7.90855, 59.6933, -15.5477, 1.74227, 174227, 0.00841853, 0, 0, 
344, 328, pr: 351 pr: 352 , PRIMARY, 0.1425, 6.41029, 60.4713, -15.1171, 7.19055, 59.3762, -16.5805, 1.98731, 187717, 0.0101531, 0, 0, 
345, 343, pr: 347 pr: 348 , PRIMARY, 0.0990359, 7.90855, 59.6933, -15.5477, 8.88124, 59.5571, -15.6197, 0.984802, 98480.1, 0.00490405, 0, 0, 
346, 343, pr: 349 pr: 350 , PRIMARY, 0.119156, 7.90855, 59.6933, -15.5477, 8.53887, 59.0531, -16.5281, 1.32982, 132355, 0.00709912, 0, 0, 
347, 345, NO CHILDREN, PRIMARY, 0.0589579, 8.88124, 59.5571, -15.6197, 9.36674, 59.6085, -15.757, 0.50717, 50717.1, 0.00173802, 0, 0, 
348, 345, NO CHILDREN, PRIMARY, 0.0776445, 8.88124, 59.5571, -15.6197, 10.07, 59.3598, -16.4685, 1.47394, 148838, 0.00301434, 0, 0, 
349, 346, NO CHILDREN, PRIMARY, 0.0736155, 8.53887, 59.0531, -16.5281, 9.34824, 58.8916, -16.933, 0.919276, 91927.6, 0.00270962, 0, 0, 
350, 346, NO CHILDREN, PRIMARY, 0.0772718, 8.53887, 59.0531, -16.5281, 8.71534, 58.7779, -17.3927, 0.924283, 91212.5, 0.00298547, 0, 0, 
351, 344, pr: 353 pr: 354 , PRIMARY, 0.0905614, 7.19055, 59.3762, -16.5805, 7.71402, 58.8646, -16.9226, 0.808017, 80801.7, 0.00410068, 0, 0, 
352, 344, pr: 355 pr: 356 , PRIMARY, 0.102167, 7.19055, 59.3762, -16.5805, 7.18579, 58.5025, -17.156, 1.04628, 105239, 0.00521902, 0, 0, 
353, 351, NO CHILDREN, PRIMARY, 0.064469, 7.71402, 58.8646, -16.9226, 8.36397, 58.4597, -17.0113, 0.770881, 77088, 0.00207813, 0, 0, 
354, 351, NO CHILDREN, PRIMARY, 0.0713513, 7.71402, 58.8646, -16.9226, 7.73791, 58.0244, -17.6546, 1.11458, 106422, 0.0025455, 0, 0, 
355, 352, NO CHILDREN, PRIMARY, 0.0679227, 7.18579, 58.5025, -17.156, 7.10761, 57.8249, -17.3185, 0.701214, 70121.5, 0.00230674, 0, 0, 
356, 352, NO CHILDREN, PRIMARY, 0.0771297, 7.18579, 58.5025, -17.156, 7.25947, 57.9478, -16.3619, 0.97139, 129484, 0.0029745, 0, 0, 
357, 326, pr: 359 pr: 360 , PRIMARY, 0.211378, 2.03215, 58.8345, -16.1719, 1.06219, 58.0496, -17.6031, 1.89871, 189870, 0.0223403, 0, 0, 
358, 326, pr: 373 pr: 374 , PRIMARY, 0.184487, 2.03215, 58.8345, -16.1719, 0.809585, 57.7498, -17.8492, 2.3419, 209562, 0.0170178, 0, 0, 
359, 357, pr: 361 pr: 362 , PRIMARY, 0.128523, 1.06219, 58.0496, -17.6031, -0.220365, 58.5329, -19.2775, 2.16386, 216386, 0.00825907, 0, 0, 
360, 357, pr: 367 pr: 368 , PRIMARY, 0.130173, 1.06219, 58.0496, -17.6031, 0.823678, 57.92, -18.4968, 0.934057, 240436, 0.00847254, 0, 0, 
361, 359, pr: 363 pr: 364 , PRIMARY, 0.0967477, -0.220365, 58.5329, -19.2775, -0.475272, 59.1198, -20.1409, 1.0746, 107460, 0.00468006, 0, 0, 
362, 359, pr: 365 pr: 366 , PRIMARY, 0.0941823, -0.220365, 58.5329, -19.2775, -0.465205, 59.0678, -20.1729, 1.07136, 126691, 0.00443515, 0, 0, 
363, 361, NO CHILDREN, PRIMARY, 0.0711143, -0.475272, 59.1198, -20.1409, -0.785684, 59.4814, -20.559, 0.634005, 63400.6, 0.00252862, 0, 0, 
364, 361, NO CHILDREN, PRIMARY, 0.0572802, -0.475272, 59.1198, -20.1409, -0.588573, 59.053, -19.9986, 0.193778, 35876, 0.00164051, 0, 0, 
365, 362, NO CHILDREN, PRIMARY, 0.0790674, -0.465205, 59.0678, -20.1729, -0.416684, 59.8235, -20.6894, 0.916625, 91662.4, 0.00312582, 0, 0, 
366, 362, NO CHILDREN, PRIMARY, 0.0778399, -0.465205, 59.0678, -20.1729, -0.138613, 59.3969, -20.279, 0.475625, 71876.5, 0.00302952, 0, 0, 
367, 360, pr: 369 pr: 370 , PRIMARY, 0.116072, 0.823678, 57.92, -18.4968, 0.661513, 57.2374, -19.6783, 1.37411, 137411, 0.00673637, 0, 0, 
368, 360, pr: 371 pr: 372 , PRIMARY, 0.103636, 0.823678, 57.92, -18.4968, 0.116356, 56.9334, -19.9003, 1.85569, 163313, 0.00537019, 0, 0, 
369, 367, NO CHILDREN, PRIMARY, 0.0726108, 0.661513, 57.2374, -19.6783, 0.751503, 57.0738, -20.1644, 0.520722, 52072.2, 0.00263616, 0, 0, 
370, 367, NO CHILDREN, PRIMARY, 0.0750762, 0.661513, 57.2374, -19.6783, 0.576866, 55.8423, -21.125, 2.01156, 162538, 0.00281822, 0, 0, 
371, 368, NO CHILDREN, PRIMARY, 0.0772183, 0.116356, 56.9334, -19.9003, 0.0809322, 56.8154, -20.1316, 0.262005, 26200.6, 0.00298134, 0, 0, 
372, 368, NO CHILDREN, PRIMARY, 0.0722195, 0.116356, 56.9334, -19.9003, 0.340651, 56.462, -20.5376, 0.823789, 67855.1, 0.00260783, 0, 0, 
373, 358, pr: 375 pr: 376 , PRIMARY, 0.113502, 0.809585, 57.7498, -17.8492, -0.0497643, 57.7791, -18.7405, 1.23846, 123845, 0.00644131, 0, 0, 
374, 358, pr: 381 pr: 382 , PRIMARY, 0.14894, 0.809585, 57.7498, -17.8492, 0.106982, 57.7342, -18.6826, 1.09016, 163787, 0.0110915, 0, 0, 
375, 373, pr: 377 pr: 378 , PRIMARY, 0.0984797, -0.0497643, 57.7791, -18.7405, -0.901444, 57.2794, -19.3926, 1.18332, 118332, 0.00484912, 0, 0, 
376, 373, pr: 379 pr: 380 , PRIMARY, 0.091989, -0.0497643, 57.7791, -18.7405, -0.685717, 57.7533, -18.3584, 0.742381, 90516.4, 0.00423099, 0, 0, 
377, 375, NO CHILDREN, PRIMARY, 0.0759412, -0.901444, 57.2794, -19.3926, -1.07892, 56.8706, -19.6283, 0.504156, 50415.9, 0.00288353, 0, 0, 
378, 375, NO CHILDREN, PRIMARY, 0.0564871, -0.901444, 57.2794, -19.3926, -0.857508, 57.0181, -19.5753, 0.321888, 28792.8, 0.0015954, 0, 0, 
379, 376, NO CHILDREN, PRIMARY, 0.0718971, -0.685717, 57.7533, -18.3584, -1.04177, 57.9436, -18.179, 0.441773, 44177.2, 0.0025846, 0, 0, 
380, 376, NO CHILDREN, PRIMARY, 0.0795433, -0.685717, 57.7533, -18.3584, -1.52813, 57.9212, -17.8895, 0.978609, 96411.4, 0.00316357, 0, 0, 
381, 374, pr: 383 pr: 384 , PRIMARY, 0.0874178, 0.106982, 57.7342, -18.6826, -0.205636, 58.0408, -19.4418, 0.876398, 87639.9, 0.00382093, 0, 0, 
382, 374, pr: 385 pr: 386 , PRIMARY, 0.096182, 0.106982, 57.7342, -18.6826, -0.0140075, 57.7839, -19.9881, 1.31203, 197795, 0.00462549, 0, 0, 
383, 381, NO CHILDREN, PRIMARY, 0.0830009, -0.205636, 58.0408, -19.4418, -0.303952, 58.0946, -20.1379, 0.705088, 70509, 0.00344458, 0, 0, 
384, 381, NO CHILDREN, PRIMARY, 0.0776455, -0.205636, 58.0408, -19.4418, -0.809378, 57.5747, -20.0012, 0.945905, 100665, 0.00301441, 0, 0, 
385, 382, NO CHILDREN, PRIMARY, 0.0727241, -0.0140075, 57.7839, -19.9881, -0.0602559, 57.9459, -20.5485, 0.585176, 58517.6, 0.0026444, 0, 0, 
386, 382, NO CHILDREN, PRIMARY, 0.0776507, -0.0140075, 57.7839, -19.9881, -0.45277, 57.7139, -20.4482, 0.63958, 73876.3, 0.00301482, 0, 0, 
387, 260, pr: 389 pr: 390 , PRIMARY, 0.434451, -0.111287, 61.4865, -11.4723, 0.0615904, 60.4545, -14.3327, 3.04583, 304583, 0.094374, 0, 0, 
388, 260, pr: 451 pr: 452 , PRIMARY, 0.38639, -0.111287, 61.4865, -11.4723, -2.25562, 59.4673, -15.5487, 5.02919, 466714, 0.0746485, 0, 0, 
389, 387, pr: 391 pr: 392 , PRIMARY, 0.315159, 0.0615904, 60.4545, -14.3327, 1.60852, 58.2585, -16.8455, 3.67823, 367823, 0.0496627, 0, 0, 
390, 387, pr: 421 pr: 422 , PRIMARY, 0.315846, 0.0615904, 60.4545, -14.3327, 0.571507, 57.8969, -17.482, 4.08891, 319483, 0.0498795, 0, 0, 
391, 389, pr: 393 pr: 394 , PRIMARY, 0.205685, 1.60852, 58.2585, -16.8455, 1.94121, 56.5408, -17.8573, 2.02111, 202111, 0.0211532, 0, 0, 
392, 389, pr: 407 pr: 408 , PRIMARY, 0.223836, 1.60852, 58.2585, -16.8455, 3.38099, 55.55, -19.2042, 4.0051, 326847, 0.0250513, 0, 0, 
393, 391, pr: 395 pr: 396 , PRIMARY, 0.163645, 1.94121, 56.5408, -17.8573, 2.28003, 55.3376, -18.0639, 1.26694, 126694, 0.0133899, 0, 0, 
394, 391, pr: 401 pr: 402 , PRIMARY, 0.174938, 1.94121, 56.5408, -17.8573, 1.69561, 55.1822, -19.007, 1.79665, 158216, 0.0153017, 0, 0, 
395, 393, pr: 397 pr: 398 , PRIMARY, 0.123821, 2.28003, 55.3376, -18.0639, 2.33055, 55.2151, -18.0619, 0.132496, 13249.6, 0.00766583, 0, 0, 
396, 393, pr: 399 pr: 400 , PRIMARY, 0.103468, 2.28003, 55.3376, -18.0639, 2.06869, 54.7244, -17.416, 0.916789, 90492.6, 0.00535284, 0, 0, 
397, 395, NO CHILDREN, PRIMARY, 0.0743088, 2.33055, 55.2151, -18.0619, 3.00051, 54.4094, -18.0265, 1.04852, 104851, 0.0027609, 0, 0, 
398, 395, NO CHILDREN, PRIMARY, 0.0770129, 2.33055, 55.2151, -18.0619, 2.37283, 54.4354, -18.6712, 0.990449, 101698, 0.00296549, 0, 0, 
399, 396, NO CHILDREN, PRIMARY, 0.0785283, 2.06869, 54.7244, -17.416, 2.23939, 54.1089, -16.7008, 0.958908, 95890.6, 0.00308335, 0, 0, 
400, 396, NO CHILDREN, PRIMARY, 0.0786897, 2.06869, 54.7244, -17.416, 2.38211, 53.7999, -16.4751, 1.35579, 101371, 0.00309603, 0, 0, 
401, 394, pr: 403 pr: 404 , PRIMARY, 0.137739, 1.69561, 55.1822, -19.007, 1.12127, 54.0128, -19.386, 1.3568, 135680, 0.00948598, 0, 0, 
402, 394, pr: 405 pr: 406 , PRIMARY, 0.104682, 1.69561, 55.1822, -19.007, 1.84907, 54.3799, -19.7531, 1.10629, 92511, 0.0054792, 0, 0, 
403, 401, NO CHILDREN, PRIMARY, 0.0754704, 1.12127, 54.0128, -19.386, 0.245366, 53.1934, -19.8855, 1.29931, 129931, 0.00284789, 0, 0, 
404, 401, NO CHILDREN, PRIMARY, 0.087526, 1.12127, 54.0128, -19.386, 1.36599, 53.0695, -19.9561, 1.12909, 113191, 0.0038304, 0, 0, 
405, 402, NO CHILDREN, PRIMARY, 0.0817174, 1.84907, 54.3799, -19.7531, 1.6341, 53.9785, -20.5064, 0.880166, 88016.6, 0.00333886, 0, 0, 
406, 402, NO CHILDREN, PRIMARY, 0.101795, 1.84907, 54.3799, -19.7531, 2.85369, 54.02, -20.392, 1.24379, 122744, 0.0051811, 0, 0, 
407, 392, pr: 409 pr: 410 , PRIMARY, 0.16983, 3.38099, 55.55, -19.2042, 3.54962, 54.4512, -19.678, 1.20845, 120845, 0.014421, 0, 0, 
408, 392, pr: 415 pr: 416 , PRIMARY, 0.138291, 3.38099, 55.55, -19.2042, 3.63159, 54.4092, -20.2589, 1.57375, 122080, 0.00956223, 0, 0, 
409, 407, pr: 411 pr: 412 , PRIMARY, 0.128374, 3.54962, 54.4512, -19.678, 3.71014, 53.5313, -20.5014, 1.24501, 124501, 0.00823992, 0, 0, 
410, 407, pr: 413 pr: 414 , PRIMARY, 0.115451, 3.54962, 54.4512, -19.678, 3.12612, 53.9561, -20.1092, 0.781289, 84355.6, 0.00666451, 0, 0, 
411, 409, NO CHILDREN, PRIMARY, 0.0777955, 3.71014, 53.5313, -20.5014, 3.77378, 52.7358, -20.7593, 0.838637, 83863.9, 0.00302607, 0, 0, 
412, 409, NO CHILDREN, PRIMARY, 0.0875018, 3.71014, 53.5313, -20.5014, 3.36352, 53.0204, -20.5572, 0.619903, 68654.3, 0.00382828, 0, 0, 
413, 410, NO CHILDREN, PRIMARY, 0.0723526, 3.12612, 53.9561, -20.1092, 2.91685, 53.3995, -20.4376, 0.679283, 67928.6, 0.00261745, 0, 0, 
414, 410, NO CHILDREN, PRIMARY, 0.0660138, 3.12612, 53.9561, -20.1092, 3.24952, 53.2848, -20.6189, 0.851858, 72615.1, 0.00217891, 0, 0, 
415, 408, pr: 417 pr: 418 , PRIMARY, 0.118391, 3.63159, 54.4092, -20.2589, 3.96035, 53.8304, -20.9767, 0.978975, 97897.6, 0.00700817, 0, 0, 
416, 408, pr: 419 pr: 420 , PRIMARY, 0.108893, 3.63159, 54.4092, -20.2589, 3.15159, 52.8184, -22.127, 2.5002, 196695, 0.00592888, 0, 0, 
417, 415, NO CHILDREN, PRIMARY, 0.105901, 3.96035, 53.8304, -20.9767, 4.6505, 53.1929, -22.204, 1.54563, 154563, 0.00560756, 0, 0, 
418, 415, NO CHILDREN, PRIMARY, 0.0802466, 3.96035, 53.8304, -20.9767, 4.60729, 53.268, -21.6653, 1.09951, 103664, 0.00321976, 0, 0, 
419, 416, NO CHILDREN, PRIMARY, 0.0756502, 3.15159, 52.8184, -22.127, 2.67835, 52.4198, -23.1007, 1.15358, 115358, 0.00286148, 0, 0, 
420, 416, NO CHILDREN, PRIMARY, 0.089272, 3.15159, 52.8184, -22.127, 2.96867, 51.9483, -23.3597, 1.51986, 129603, 0.00398474, 0, 0, 
421, 390, pr: 423 pr: 424 , PRIMARY, 0.232105, 0.571507, 57.8969, -17.482, 0.76637, 57.2884, -17.8989, 0.762914, 76291.3, 0.0269363, 0, 0, 
422, 390, pr: 437 pr: 438 , PRIMARY, 0.218587, 0.571507, 57.8969, -17.482, 0.509318, 55.9717, -19.3124, 2.65723, 200605, 0.0238902, 0, 0, 
423, 421, pr: 425 pr: 426 , PRIMARY, 0.148129, 0.76637, 57.2884, -17.8989, 1.06177, 56.0044, -18.94, 1.67924, 167924, 0.010971, 0, 0, 
424, 421, pr: 431 pr: 432 , PRIMARY, 0.17299, 0.76637, 57.2884, -17.8989, -0.104156, 56.4749, -18.4625, 1.31808, 159127, 0.0149628, 0, 0, 
425, 423, pr: 427 pr: 428 , PRIMARY, 0.10534, 1.06177, 56.0044, -18.94, 1.48734, 55.3674, -20.018, 1.32249, 132249, 0.0055483, 0, 0, 
426, 423, pr: 429 pr: 430 , PRIMARY, 0.0903464, 1.06177, 56.0044, -18.94, 1.02336, 55.6769, -19.3071, 0.49348, 38791, 0.00408123, 0, 0, 
427, 425, NO CHILDREN, PRIMARY, 0.0713456, 1.48734, 55.3674, -20.018, 1.5668, 55.305, -20.7429, 0.731856, 73185.6, 0.0025451, 0, 0, 
428, 425, NO CHILDREN, PRIMARY, 0.0717835, 1.48734, 55.3674, -20.018, 1.75727, 54.7206, -20.8246, 1.06857, 100255, 0.00257643, 0, 0, 
429, 426, NO CHILDREN, PRIMARY, 0.0757181, 1.02336, 55.6769, -19.3071, 0.878493, 55.4718, -20.0852, 0.81765, 81765, 0.00286662, 0, 0, 
430, 426, NO CHILDREN, PRIMARY, 0.07835, 1.02336, 55.6769, -19.3071, 1.10447, 55.2805, -19.6693, 0.543025, 46217.8, 0.00306936, 0, 0, 
431, 424, pr: 433 pr: 434 , PRIMARY, 0.123495, -0.104156, 56.4749, -18.4625, -0.697504, 55.0534, -18.8542, 1.58936, 158936, 0.00762555, 0, 0, 
432, 424, pr: 435 pr: 436 , PRIMARY, 0.100927, -0.104156, 56.4749, -18.4625, 0.166512, 55.3074, -18.4853, 1.19862, 134511, 0.00509314, 0, 0, 
433, 431, NO CHILDREN, PRIMARY, 0.079982, -0.697504, 55.0534, -18.8542, -0.958599, 54.5047, -18.8935, 0.608903, 60890.6, 0.00319856, 0, 0, 
434, 431, NO CHILDREN, PRIMARY, 0.0748691, -0.697504, 55.0534, -18.8542, -0.799129, 54.5229, -18.0434, 0.974233, 103198, 0.00280269, 0, 0, 
435, 432, NO CHILDREN, PRIMARY, 0.0740652, 0.166512, 55.3074, -18.4853, 0.585219, 54.6648, -18.4275, 0.769165, 76916.5, 0.00274283, 0, 0, 
436, 432, NO CHILDREN, PRIMARY, 0.0581795, 0.166512, 55.3074, -18.4853, 0.0187849, 54.552, -18.6834, 0.794871, 82700.8, 0.00169243, 0, 0, 
437, 422, pr: 439 pr: 440 , PRIMARY, 0.166572, 0.509318, 55.9717, -19.3124, 0.761089, 54.4952, -20.0142, 1.65402, 165402, 0.013873, 0, 0, 
438, 422, pr: 445 pr: 446 , PRIMARY, 0.152737, 0.509318, 55.9717, -19.3124, 0.175226, 55.0711, -19.9904, 1.17566, 96795.5, 0.0116643, 0, 0, 
439, 437, pr: 441 pr: 442 , PRIMARY, 0.111529, 0.761089, 54.4952, -20.0142, 0.641236, 53.8752, -20.1991, 0.658055, 65805.2, 0.00621937, 0, 0, 
440, 437, pr: 443 pr: 444 , PRIMARY, 0.105085, 0.761089, 54.4952, -20.0142, 1.78501, 53.2269, -20.897, 1.85374, 165296, 0.00552143, 0, 0, 
441, 439, NO CHILDREN, PRIMARY, 0.0694925, 0.641236, 53.8752, -20.1991, 0.698333, 53.187, -20.7354, 0.874317, 87431.9, 0.0024146, 0, 0, 
442, 439, NO CHILDREN, PRIMARY, 0.0871639, 0.641236, 53.8752, -20.1991, 0.458636, 52.6661, -21.4844, 1.77401, 130453, 0.00379877, 0, 0, 
443, 440, NO CHILDREN, PRIMARY, 0.0744866, 1.78501, 53.2269, -20.897, 1.98545, 53.0228, -20.922, 0.287204, 28720.6, 0.00277413, 0, 0, 
444, 440, NO CHILDREN, PRIMARY, 0.0830145, 1.78501, 53.2269, -20.897, 1.49178, 51.7988, -20.9108, 1.45803, 147779, 0.00344571, 0, 0, 
445, 438, pr: 447 pr: 448 , PRIMARY, 0.118483, 0.175226, 55.0711, -19.9904, -0.467453, 54.1161, -21.3364, 1.77117, 177117, 0.00701917, 0, 0, 
