SEG NUM, PARENT, CHILDREN, START X, START Y, START X, END X, END Y, END Z, DIST 2 ROOT, MAX DIST 2 ROOT, 
230, 199, pr: 232 pr: 233 , -13.0248, 68.2945, -3.42453, -12.3087, 67.6106, -4.96335, 0, 0, 
231, 199, pr: 246 pr: 247 , -13.0248, 68.2945, -3.42453, -12.5775, 68.0958, -4.42882, 0, 0, 
232, 230, pr: 234 pr: 235 , -12.3087, 67.6106, -4.96335, -12.5026, 67.572, -6.3612, 0, 0, 
233, 230, pr: 240 pr: 241 , -12.3087, 67.6106, -4.96335, -12.3623, 67.6021, -5.36564, 0, 0, 
234, 232, pr: 236 pr: 237 , -12.5026, 67.572, -6.3612, -12.6049, 67.9285, -6.90238, 0, 0, 
235, 232, pr: 238 pr: 239 , -12.5026, 67.572, -6.3612, -12.5587, 67.2363, -6.70436, 0, 0, 
236, 234, NO CHILDREN, -12.6049, 67.9285, -6.90238, -12.9341, 67.9877, -7.28576, 0, 0, 
237, 234, NO CHILDREN, -12.6049, 67.9285, -6.90238, -12.8477, 68.0835, -7.07884, 0, 0, 
238, 235, NO CHILDREN, -12.5587, 67.2363, -6.70436, -12.3996, 67.0841, -7.15182, 0, 0, 
239, 235, NO CHILDREN, -12.5587, 67.2363, -6.70436, -12.6966, 67.0224, -7.30867, 0, 0, 
240, 233, pr: 242 pr: 243 , -12.3623, 67.6021, -5.36564, -12.4998, 67.6915, -5.57577, 0, 0, 
241, 233, pr: 244 pr: 245 , -12.3623, 67.6021, -5.36564, -13.2023, 67.3533, -6.00558, 0, 0, 
242, 240, NO CHILDREN, -12.4998, 67.6915, -5.57577, -13.2371, 67.65, -6.00763, 0, 0, 
243, 240, NO CHILDREN, -12.4998, 67.6915, -5.57577, -12.6176, 68.0975, -5.80486, 0, 0, 
244, 241, NO CHILDREN, -13.2023, 67.3533, -6.00558, -13.5372, 67.5031, -6.51312, 0, 0, 
245, 241, NO CHILDREN, -13.2023, 67.3533, -6.00558, -13.5263, 66.8748, -6.22096, 0, 0, 
246, 231, pr: 248 pr: 249 , -12.5775, 68.0958, -4.42882, -12.5461, 68.1456, -5.71305, 0, 0, 
247, 231, pr: 254 pr: 255 , -12.5775, 68.0958, -4.42882, -12.3565, 68.434, -5.07415, 0, 0, 
248, 246, pr: 250 pr: 251 , -12.5461, 68.1456, -5.71305, -12.6543, 68.4815, -6.2307, 0, 0, 
249, 246, pr: 252 pr: 253 , -12.5461, 68.1456, -5.71305, -12.7797, 68.2316, -6.04726, 0, 0, 
250, 248, NO CHILDREN, -12.6543, 68.4815, -6.2307, -12.4027, 68.5181, -6.86222, 0, 0, 
251, 248, NO CHILDREN, -12.6543, 68.4815, -6.2307, -12.878, 68.6974, -6.41529, 0, 0, 
252, 249, NO CHILDREN, -12.7797, 68.2316, -6.04726, -13.1833, 68.4019, -6.22943, 0, 0, 
253, 249, NO CHILDREN, -12.7797, 68.2316, -6.04726, -13.336, 67.975, -6.5457, 0, 0, 
254, 247, pr: 256 pr: 257 , -12.3565, 68.434, -5.07415, -11.7396, 68.6354, -5.34758, 0, 0, 
255, 247, pr: 258 pr: 259 , -12.3565, 68.434, -5.07415, -12.0558, 68.9505, -5.25059, 0, 0, 
256, 254, NO CHILDREN, -11.7396, 68.6354, -5.34758, -11.4603, 68.5231, -5.49209, 0, 0, 
257, 254, NO CHILDREN, -11.7396, 68.6354, -5.34758, -11.5911, 68.8527, -5.53699, 0, 0, 
258, 255, NO CHILDREN, -12.0558, 68.9505, -5.25059, -11.9737, 69.4682, -5.14974, 0, 0, 
259, 255, NO CHILDREN, -12.0558, 68.9505, -5.25059, -11.2463, 69.4217, -5.36429, 0, 0, 
260, 5, pr: 262 pr: 263 , -2.61418, 74.1568, 1.86472, -4.4406, 70.6573, 4.41333, 0, 0, 
261, 5, pr: 388 pr: 389 , -2.61418, 74.1568, 1.86472, -1.94722, 70.8775, 4.08264, 0, 0, 
262, 260, pr: 264 pr: 265 , -4.4406, 70.6573, 4.41333, -4.04503, 69.1175, 7.64632, 0, 0, 
263, 260, pr: 326 pr: 327 , -4.4406, 70.6573, 4.41333, -3.4186, 67.4706, 5.51967, 0, 0, 
264, 262, pr: 266 pr: 267 , -4.04503, 69.1175, 7.64632, -3.31203, 68.4838, 8.44547, 0, 0, 
265, 262, pr: 296 pr: 297 , -4.04503, 69.1175, 7.64632, -2.95668, 68.1883, 8.73481, 0, 0, 
266, 264, pr: 268 pr: 269 , -3.31203, 68.4838, 8.44547, -3.32578, 67.2763, 10.1363, 0, 0, 
267, 264, pr: 282 pr: 283 , -3.31203, 68.4838, 8.44547, -2.89392, 68.0033, 8.49514, 0, 0, 
268, 266, pr: 270 pr: 271 , -3.32578, 67.2763, 10.1363, -3.72358, 66.8576, 10.6002, 0, 0, 
269, 266, pr: 276 pr: 277 , -3.32578, 67.2763, 10.1363, -3.80204, 66.2945, 10.6655, 0, 0, 
270, 268, pr: 272 pr: 273 , -3.72358, 66.8576, 10.6002, -3.75834, 65.9114, 11.385, 0, 0, 
271, 268, pr: 274 pr: 275 , -3.72358, 66.8576, 10.6002, -3.7009, 66.7872, 10.7358, 0, 0, 
272, 270, NO CHILDREN, -3.75834, 65.9114, 11.385, -3.66336, 65.5583, 11.4918, 0, 0, 
273, 270, NO CHILDREN, -3.75834, 65.9114, 11.385, -3.72206, 65.4247, 11.4091, 0, 0, 
274, 271, NO CHILDREN, -3.7009, 66.7872, 10.7358, -3.5646, 66.2605, 11.0793, 0, 0, 
275, 271, NO CHILDREN, -3.7009, 66.7872, 10.7358, -3.93674, 66.355, 11.0469, 0, 0, 
276, 269, pr: 278 pr: 279 , -3.80204, 66.2945, 10.6655, -4.2077, 66.0511, 10.7424, 0, 0, 
277, 269, pr: 280 pr: 281 , -3.80204, 66.2945, 10.6655, -4.24473, 65.9823, 10.9082, 0, 0, 
278, 276, NO CHILDREN, -4.2077, 66.0511, 10.7424, -4.52212, 65.5927, 10.6068, 0, 0, 
279, 276, NO CHILDREN, -4.2077, 66.0511, 10.7424, -4.67553, 66.0168, 10.6556, 0, 0, 
280, 277, NO CHILDREN, -4.24473, 65.9823, 10.9082, -4.36546, 65.8231, 10.8746, 0, 0, 
281, 277, NO CHILDREN, -4.24473, 65.9823, 10.9082, -4.43611, 65.848, 11.2348, 0, 0, 
282, 267, pr: 284 pr: 285 , -2.89392, 68.0033, 8.49514, -1.61626, 67.5589, 8.76459, 0, 0, 
283, 267, pr: 290 pr: 291 , -2.89392, 68.0033, 8.49514, -1.92305, 67.6827, 8.9112, 0, 0, 
284, 282, pr: 286 pr: 287 , -1.61626, 67.5589, 8.76459, -1.43771, 67.3199, 8.96683, 0, 0, 
285, 282, pr: 288 pr: 289 , -1.61626, 67.5589, 8.76459, -0.638205, 67.5866, 8.52973, 0, 0, 
286, 284, NO CHILDREN, -1.43771, 67.3199, 8.96683, -1.58725, 66.8661, 9.38145, 0, 0, 
287, 284, NO CHILDREN, -1.43771, 67.3199, 8.96683, -1.40061, 66.8734, 9.03949, 0, 0, 
288, 285, NO CHILDREN, -0.638205, 67.5866, 8.52973, -0.352121, 67.8308, 8.51807, 0, 0, 
289, 285, NO CHILDREN, -0.638205, 67.5866, 8.52973, -0.276846, 67.4235, 8.57533, 0, 0, 
290, 283, pr: 292 pr: 293 , -1.92305, 67.6827, 8.9112, -1.69027, 67.521, 8.91071, 0, 0, 
291, 283, pr: 294 pr: 295 , -1.92305, 67.6827, 8.9112, -1.60364, 67.1275, 9.58294, 0, 0, 
292, 290, NO CHILDREN, -1.69027, 67.521, 8.91071, -1.30664, 67.3442, 9.12056, 0, 0, 
293, 290, NO CHILDREN, -1.69027, 67.521, 8.91071, -1.45066, 66.9181, 8.82812, 0, 0, 
294, 291, NO CHILDREN, -1.60364, 67.1275, 9.58294, -1.12297, 66.9498, 9.8957, 0, 0, 
295, 291, NO CHILDREN, -1.60364, 67.1275, 9.58294, -1.44218, 66.9106, 9.62816, 0, 0, 
296, 265, pr: 298 pr: 299 , -2.95668, 68.1883, 8.73481, -0.0637679, 67.9254, 9.11947, 0, 0, 
297, 265, pr: 312 pr: 313 , -2.95668, 68.1883, 8.73481, -2.78938, 67.984, 10.1373, 0, 0, 
298, 296, pr: 300 pr: 301 , -0.0637679, 67.9254, 9.11947, 0.708591, 68.1124, 9.48646, 0, 0, 
299, 296, pr: 306 pr: 307 , -0.0637679, 67.9254, 9.11947, 1.12644, 68.4036, 8.71817, 0, 0, 
300, 298, pr: 302 pr: 303 , 0.708591, 68.1124, 9.48646, 0.972176, 68.2365, 9.94709, 0, 0, 
301, 298, pr: 304 pr: 305 , 0.708591, 68.1124, 9.48646, 1.08719, 68.4837, 10.1006, 0, 0, 
302, 300, NO CHILDREN, 0.972176, 68.2365, 9.94709, 1.09496, 68.1468, 10.1365, 0, 0, 
303, 300, NO CHILDREN, 0.972176, 68.2365, 9.94709, 1.50844, 67.9799, 10.3507, 0, 0, 
304, 301, NO CHILDREN, 1.08719, 68.4837, 10.1006, 1.17834, 68.5314, 10.854, 0, 0, 
305, 301, NO CHILDREN, 1.08719, 68.4837, 10.1006, 1.23791, 68.4864, 10.4168, 0, 0, 
306, 299, pr: 308 pr: 309 , 1.12644, 68.4036, 8.71817, 1.71491, 68.665, 8.90236, 0, 0, 
307, 299, pr: 310 pr: 311 , 1.12644, 68.4036, 8.71817, 2.17973, 68.0322, 8.43453, 0, 0, 
308, 306, NO CHILDREN, 1.71491, 68.665, 8.90236, 1.95266, 69.027, 8.88732, 0, 0, 
309, 306, NO CHILDREN, 1.71491, 68.665, 8.90236, 1.9753, 68.9877, 9.26465, 0, 0, 
310, 307, NO CHILDREN, 2.17973, 68.0322, 8.43453, 2.34806, 68.0238, 8.27186, 0, 0, 
311, 307, NO CHILDREN, 2.17973, 68.0322, 8.43453, 2.83516, 68.1207, 7.95717, 0, 0, 
312, 297, pr: 314 pr: 315 , -2.78938, 67.984, 10.1373, -1.85872, 67.9449, 11.2889, 0, 0, 
313, 297, pr: 320 pr: 321 , -2.78938, 67.984, 10.1373, -2.58178, 68.243, 10.787, 0, 0, 
314, 312, pr: 316 pr: 317 , -1.85872, 67.9449, 11.2889, -1.26135, 68.054, 11.4292, 0, 0, 
315, 312, pr: 318 pr: 319 , -1.85872, 67.9449, 11.2889, -1.78563, 67.9777, 12.3513, 0, 0, 
316, 314, NO CHILDREN, -1.26135, 68.054, 11.4292, -0.967889, 67.9488, 11.4232, 0, 0, 
317, 314, NO CHILDREN, -1.26135, 68.054, 11.4292, -0.984313, 68.2437, 11.3625, 0, 0, 
318, 315, NO CHILDREN, -1.78563, 67.9777, 12.3513, -1.85585, 67.7326, 12.8638, 0, 0, 
319, 315, NO CHILDREN, -1.78563, 67.9777, 12.3513, -1.25085, 67.6715, 13.0146, 0, 0, 
320, 313, pr: 322 pr: 323 , -2.58178, 68.243, 10.787, -2.30258, 68.0253, 11.3794, 0, 0, 
321, 313, pr: 324 pr: 325 , -2.58178, 68.243, 10.787, -2.6013, 68.2356, 11.0678, 0, 0, 
322, 320, NO CHILDREN, -2.30258, 68.0253, 11.3794, -2.43307, 67.9192, 11.9381, 0, 0, 
323, 320, NO CHILDREN, -2.30258, 68.0253, 11.3794, -1.86927, 67.9095, 11.6269, 0, 0, 
324, 321, NO CHILDREN, -2.6013, 68.2356, 11.0678, -2.80079, 67.913, 11.5431, 0, 0, 
325, 321, NO CHILDREN, -2.6013, 68.2356, 11.0678, -2.45007, 68.3536, 11.3539, 0, 0, 
326, 263, pr: 328 pr: 329 , -3.4186, 67.4706, 5.51967, -4.29253, 64.9335, 5.90411, 0, 0, 
327, 263, pr: 358 pr: 359 , -3.4186, 67.4706, 5.51967, -2.24807, 66.4381, 6.46009, 0, 0, 
328, 326, pr: 330 pr: 331 , -4.29253, 64.9335, 5.90411, -4.65858, 63.6623, 5.29155, 0, 0, 
329, 326, pr: 344 pr: 345 , -4.29253, 64.9335, 5.90411, -4.98763, 64.4078, 6.24177, 0, 0, 
330, 328, pr: 332 pr: 333 , -4.65858, 63.6623, 5.29155, -5.23987, 62.8391, 5.24444, 0, 0, 
331, 328, pr: 338 pr: 339 , -4.65858, 63.6623, 5.29155, -4.88313, 63.3067, 4.76009, 0, 0, 
332, 330, pr: 334 pr: 335 , -5.23987, 62.8391, 5.24444, -5.2959, 61.9958, 5.56452, 0, 0, 
333, 330, pr: 336 pr: 337 , -5.23987, 62.8391, 5.24444, -5.74412, 62.361, 5.55926, 0, 0, 
334, 332, NO CHILDREN, -5.2959, 61.9958, 5.56452, -5.55805, 61.6521, 5.59159, 0, 0, 
335, 332, NO CHILDREN, -5.2959, 61.9958, 5.56452, -5.20705, 61.73, 5.85987, 0, 0, 
336, 333, NO CHILDREN, -5.74412, 62.361, 5.55926, -5.99961, 62.0898, 5.43789, 0, 0, 
337, 333, NO CHILDREN, -5.74412, 62.361, 5.55926, -5.85216, 61.7892, 5.77056, 0, 0, 
338, 331, pr: 340 pr: 341 , -4.88313, 63.3067, 4.76009, -5.37033, 63.2136, 4.2866, 0, 0, 
339, 331, pr: 342 pr: 343 , -4.88313, 63.3067, 4.76009, -5.00731, 62.3401, 4.18434, 0, 0, 
340, 338, NO CHILDREN, -5.37033, 63.2136, 4.2866, -5.81825, 63.3478, 4.18952, 0, 0, 
341, 338, NO CHILDREN, -5.37033, 63.2136, 4.2866, -5.71781, 63.4828, 3.89804, 0, 0, 
342, 339, NO CHILDREN, -5.00731, 62.3401, 4.18434, -4.83966, 61.9228, 3.56583, 0, 0, 
343, 339, NO CHILDREN, -5.00731, 62.3401, 4.18434, -5.24493, 61.7308, 4.15501, 0, 0, 
344, 329, pr: 346 pr: 347 , -4.98763, 64.4078, 6.24177, -5.56522, 63.8685, 7.35941, 0, 0, 
345, 329, pr: 352 pr: 353 , -4.98763, 64.4078, 6.24177, -5.43518, 63.7056, 6.0833, 0, 0, 
346, 344, pr: 348 pr: 349 , -5.56522, 63.8685, 7.35941, -6.05464, 63.2632, 7.58471, 0, 0, 
347, 344, pr: 350 pr: 351 , -5.56522, 63.8685, 7.35941, -6.33365, 63.7066, 7.77737, 0, 0, 
348, 346, NO CHILDREN, -6.05464, 63.2632, 7.58471, -6.27341, 63.1231, 7.8562, 0, 0, 
349, 346, NO CHILDREN, -6.05464, 63.2632, 7.58471, -6.40477, 63.0269, 8.01644, 0, 0, 
350, 347, NO CHILDREN, -6.33365, 63.7066, 7.77737, -6.61118, 63.6705, 8.37442, 0, 0, 
351, 347, NO CHILDREN, -6.33365, 63.7066, 7.77737, -6.68049, 63.5295, 7.82519, 0, 0, 
352, 345, pr: 354 pr: 355 , -5.43518, 63.7056, 6.0833, -5.71943, 63.5065, 6.22021, 0, 0, 
353, 345, pr: 356 pr: 357 , -5.43518, 63.7056, 6.0833, -5.50491, 63.0881, 5.76549, 0, 0, 
354, 352, NO CHILDREN, -5.71943, 63.5065, 6.22021, -6.38874, 63.4363, 6.71734, 0, 0, 
355, 352, NO CHILDREN, -5.71943, 63.5065, 6.22021, -5.92377, 63.1019, 6.3923, 0, 0, 
356, 353, NO CHILDREN, -5.50491, 63.0881, 5.76549, -5.59849, 62.8999, 5.44137, 0, 0, 
357, 353, NO CHILDREN, -5.50491, 63.0881, 5.76549, -5.76172, 62.7271, 5.47996, 0, 0, 
358, 327, pr: 360 pr: 361 , -2.24807, 66.4381, 6.46009, -1.9756, 65.8001, 6.37801, 0, 0, 
359, 327, pr: 374 pr: 375 , -2.24807, 66.4381, 6.46009, 0.240888, 66.3112, 8.06035, 0, 0, 
360, 358, pr: 362 pr: 363 , -1.9756, 65.8001, 6.37801, -2.21548, 64.4687, 6.42844, 0, 0, 
361, 358, pr: 368 pr: 369 , -1.9756, 65.8001, 6.37801, -2.21639, 64.4608, 6.67907, 0, 0, 
362, 360, pr: 364 pr: 365 , -2.21548, 64.4687, 6.42844, -1.91276, 63.6034, 6.89649, 0, 0, 
363, 360, pr: 366 pr: 367 , -2.21548, 64.4687, 6.42844, -1.84233, 63.3237, 6.42372, 0, 0, 
364, 362, NO CHILDREN, -1.91276, 63.6034, 6.89649, -2.01965, 63.2567, 7.42185, 0, 0, 
365, 362, NO CHILDREN, -1.91276, 63.6034, 6.89649, -1.65123, 63.431, 6.90468, 0, 0, 
366, 363, NO CHILDREN, -1.84233, 63.3237, 6.42372, -1.27143, 62.9318, 6.25493, 0, 0, 
367, 363, NO CHILDREN, -1.84233, 63.3237, 6.42372, -1.84206, 62.8466, 6.74745, 0, 0, 
368, 361, pr: 370 pr: 371 , -2.21639, 64.4608, 6.67907, -2.73958, 63.9231, 6.90586, 0, 0, 
369, 361, pr: 372 pr: 373 , -2.21639, 64.4608, 6.67907, -2.15361, 63.9336, 7.12554, 0, 0, 
370, 368, NO CHILDREN, -2.73958, 63.9231, 6.90586, -3.09253, 63.6988, 7.25239, 0, 0, 
371, 368, NO CHILDREN, -2.73958, 63.9231, 6.90586, -3.60202, 63.7469, 7.19952, 0, 0, 
372, 369, NO CHILDREN, -2.15361, 63.9336, 7.12554, -1.6598, 63.5737, 7.4224, 0, 0, 
373, 369, NO CHILDREN, -2.15361, 63.9336, 7.12554, -2.34905, 63.8049, 7.57511, 0, 0, 
374, 359, pr: 376 pr: 377 , 0.240888, 66.3112, 8.06035, 0.38303, 66.2491, 8.4963, 0, 0, 
375, 359, pr: 382 pr: 383 , 0.240888, 66.3112, 8.06035, 0.864275, 66.8331, 8.27601, 0, 0, 
376, 374, pr: 378 pr: 379 , 0.38303, 66.2491, 8.4963, 0.232248, 65.7664, 9.10305, 0, 0, 
377, 374, pr: 380 pr: 381 , 0.38303, 66.2491, 8.4963, 0.209436, 66.0531, 9.30173, 0, 0, 
378, 376, NO CHILDREN, 0.232248, 65.7664, 9.10305, 0.0206288, 65.3962, 9.26509, 0, 0, 
379, 376, NO CHILDREN, 0.232248, 65.7664, 9.10305, -0.14926, 65.3081, 9.43213, 0, 0, 
380, 377, NO CHILDREN, 0.209436, 66.0531, 9.30173, -0.055393, 66.1182, 9.726, 0, 0, 
381, 377, NO CHILDREN, 0.209436, 66.0531, 9.30173, -0.111494, 65.8772, 9.66088, 0, 0, 
382, 375, pr: 384 pr: 385 , 0.864275, 66.8331, 8.27601, 1.06766, 67.6747, 8.82868, 0, 0, 
383, 375, pr: 386 pr: 387 , 0.864275, 66.8331, 8.27601, 1.58887, 67.5446, 7.95124, 0, 0, 
384, 382, NO CHILDREN, 1.06766, 67.6747, 8.82868, 1.24464, 67.9984, 8.84585, 0, 0, 
385, 382, NO CHILDREN, 1.06766, 67.6747, 8.82868, 1.04904, 67.9627, 9.30871, 0, 0, 
386, 383, NO CHILDREN, 1.58887, 67.5446, 7.95124, 1.7126, 68.1041, 7.91781, 0, 0, 
387, 383, NO CHILDREN, 1.58887, 67.5446, 7.95124, 2.2192, 67.8364, 8.01625, 0, 0, 
388, 261, pr: 390 pr: 391 , -1.94722, 70.8775, 4.08264, -2.53538, 68.692, 8.21304, 0, 0, 
389, 261, pr: 452 pr: 453 , -1.94722, 70.8775, 4.08264, -2.83726, 69.3933, 4.49195, 0, 0, 
390, 388, pr: 392 pr: 393 , -2.53538, 68.692, 8.21304, -3.55741, 68.8894, 10.7437, 0, 0, 
391, 388, pr: 422 pr: 423 , -2.53538, 68.692, 8.21304, -3.27031, 67.2933, 9.09067, 0, 0, 
392, 390, pr: 394 pr: 395 , -3.55741, 68.8894, 10.7437, -4.28657, 68.6823, 11.1841, 0, 0, 
393, 390, pr: 408 pr: 409 , -3.55741, 68.8894, 10.7437, -3.75068, 70.0106, 12.4499, 0, 0, 
394, 392, pr: 396 pr: 397 , -4.28657, 68.6823, 11.1841, -4.80652, 68.785, 12.0008, 0, 0, 
395, 392, pr: 402 pr: 403 , -4.28657, 68.6823, 11.1841, -5.26583, 68.7507, 11.3304, 0, 0, 
396, 394, pr: 398 pr: 399 , -4.80652, 68.785, 12.0008, -4.99366, 68.6863, 13.2016, 0, 0, 
397, 394, pr: 400 pr: 401 , -4.80652, 68.785, 12.0008, -4.74797, 68.9046, 12.4718, 0, 0, 
398, 396, NO CHILDREN, -4.99366, 68.6863, 13.2016, -5.40309, 68.7602, 13.6944, 0, 0, 
399, 396, NO CHILDREN, -4.99366, 68.6863, 13.2016, -5.26541, 68.751, 13.4511, 0, 0, 
400, 397, NO CHILDREN, -4.74797, 68.9046, 12.4718, -4.26359, 69.4917, 13.0299, 0, 0, 
401, 397, NO CHILDREN, -4.74797, 68.9046, 12.4718, -4.63886, 68.6573, 13.3618, 0, 0, 
402, 395, pr: 404 pr: 405 , -5.26583, 68.7507, 11.3304, -5.70777, 69.1029, 11.3371, 0, 0, 
403, 395, pr: 406 pr: 407 , -5.26583, 68.7507, 11.3304, -5.76928, 68.8527, 11.8703, 0, 0, 
404, 402, NO CHILDREN, -5.70777, 69.1029, 11.3371, -6.15124, 69.191, 11.5516, 0, 0, 
405, 402, NO CHILDREN, -5.70777, 69.1029, 11.3371, -6.21685, 69.1541, 11.5144, 0, 0, 
406, 403, NO CHILDREN, -5.76928, 68.8527, 11.8703, -6.25761, 68.8064, 12.0553, 0, 0, 
407, 403, NO CHILDREN, -5.76928, 68.8527, 11.8703, -6.04134, 68.6789, 12.0154, 0, 0, 
408, 393, pr: 410 pr: 411 , -3.75068, 70.0106, 12.4499, -4.06686, 71.1162, 12.7496, 0, 0, 
409, 393, pr: 416 pr: 417 , -3.75068, 70.0106, 12.4499, -3.75626, 69.9774, 13.1608, 0, 0, 
410, 408, pr: 412 pr: 413 , -4.06686, 71.1162, 12.7496, -4.53535, 71.7407, 12.6859, 0, 0, 
411, 408, pr: 414 pr: 415 , -4.06686, 71.1162, 12.7496, -4.58986, 71.8426, 12.6099, 0, 0, 
412, 410, NO CHILDREN, -4.53535, 71.7407, 12.6859, -4.63876, 72.1301, 12.8738, 0, 0, 
413, 410, NO CHILDREN, -4.53535, 71.7407, 12.6859, -4.77869, 71.9929, 12.8522, 0, 0, 
414, 411, NO CHILDREN, -4.58986, 71.8426, 12.6099, -4.78293, 72.232, 12.7585, 0, 0, 
415, 411, NO CHILDREN, -4.58986, 71.8426, 12.6099, -5.22122, 72.1823, 12.9009, 0, 0, 
416, 409, pr: 418 pr: 419 , -3.75626, 69.9774, 13.1608, -3.51661, 70.2705, 13.8877, 0, 0, 
417, 409, pr: 420 pr: 421 , -3.75626, 69.9774, 13.1608, -4.26551, 70.3727, 14.0832, 0, 0, 
418, 416, NO CHILDREN, -3.51661, 70.2705, 13.8877, -3.41854, 70.3682, 13.9518, 0, 0, 
419, 416, NO CHILDREN, -3.51661, 70.2705, 13.8877, -3.00381, 70.2262, 14.3193, 0, 0, 
420, 417, NO CHILDREN, -4.26551, 70.3727, 14.0832, -4.15596, 70.5893, 14.6878, 0, 0, 
421, 417, NO CHILDREN, -4.26551, 70.3727, 14.0832, -4.53953, 70.5299, 14.175, 0, 0, 
422, 391, pr: 424 pr: 425 , -3.27031, 67.2933, 9.09067, -4.19751, 66.9732, 9.74463, 0, 0, 
423, 391, pr: 438 pr: 439 , -3.27031, 67.2933, 9.09067, -4.00525, 65.9451, 8.94908, 0, 0, 
424, 422, pr: 426 pr: 427 , -4.19751, 66.9732, 9.74463, -4.77316, 66.7547, 10.9293, 0, 0, 
425, 422, pr: 432 pr: 433 , -4.19751, 66.9732, 9.74463, -5.09271, 67.2953, 10.1655, 0, 0, 
426, 424, pr: 428 pr: 429 , -4.77316, 66.7547, 10.9293, -4.61835, 67.0345, 11.5892, 0, 0, 
427, 424, pr: 430 pr: 431 , -4.77316, 66.7547, 10.9293, -4.66673, 66.5105, 11.8103, 0, 0, 
428, 426, NO CHILDREN, -4.61835, 67.0345, 11.5892, -4.26095, 67.1103, 11.8322, 0, 0, 
429, 426, NO CHILDREN, -4.61835, 67.0345, 11.5892, -4.29799, 67.0368, 11.9412, 0, 0, 
430, 427, NO CHILDREN, -4.66673, 66.5105, 11.8103, -4.46721, 66.5256, 12.0774, 0, 0, 
431, 427, NO CHILDREN, -4.66673, 66.5105, 11.8103, -4.6849, 65.9847, 12.1398, 0, 0, 
432, 425, pr: 434 pr: 435 , -5.09271, 67.2953, 10.1655, -5.56425, 67.1764, 10.2303, 0, 0, 
433, 425, pr: 436 pr: 437 , -5.09271, 67.2953, 10.1655, -5.42614, 67.2949, 10.1421, 0, 0, 
434, 432, NO CHILDREN, -5.56425, 67.1764, 10.2303, -5.81556, 67.272, 10.357, 0, 0, 
435, 432, NO CHILDREN, -5.56425, 67.1764, 10.2303, -6.0148, 66.9381, 10.0111, 0, 0, 
436, 433, NO CHILDREN, -5.42614, 67.2949, 10.1421, -6.18561, 67.3637, 9.65563, 0, 0, 
437, 433, NO CHILDREN, -5.42614, 67.2949, 10.1421, -6.36812, 67.9416, 10.317, 0, 0, 
438, 423, pr: 440 pr: 441 , -4.00525, 65.9451, 8.94908, -4.28808, 65.7633, 9.08759, 0, 0, 
439, 423, pr: 446 pr: 447 , -4.00525, 65.9451, 8.94908, -5.31345, 65.2153, 8.6813, 0, 0, 
440, 438, pr: 442 pr: 443 , -4.28808, 65.7633, 9.08759, -4.61003, 65.1086, 9.17492, 0, 0, 
441, 438, pr: 444 pr: 445 , -4.28808, 65.7633, 9.08759, -4.60524, 65.2702, 9.01924, 0, 0, 
442, 440, NO CHILDREN, -4.61003, 65.1086, 9.17492, -4.71569, 64.8401, 9.05452, 0, 0, 
443, 440, NO CHILDREN, -4.61003, 65.1086, 9.17492, -4.49631, 64.4499, 9.03455, 0, 0, 
444, 441, NO CHILDREN, -4.60524, 65.2702, 9.01924, -5.2855, 65.1092, 8.7523, 0, 0, 
445, 441, NO CHILDREN, -4.60524, 65.2702, 9.01924, -5.10522, 64.9718, 8.92362, 0, 0, 
446, 439, pr: 448 pr: 449 , -5.31345, 65.2153, 8.6813, -5.80227, 64.6309, 7.99349, 0, 0, 
447, 439, pr: 450 pr: 451 , -5.31345, 65.2153, 8.6813, -5.56335, 64.7314, 8.72693, 0, 0, 
448, 446, NO CHILDREN, -5.80227, 64.6309, 7.99349, -6.20098, 64.5543, 7.67642, 0, 0, 
449, 446, NO CHILDREN, -5.80227, 64.6309, 7.99349, -6.44387, 64.5122, 7.54954, 0, 0, 
450, 447, NO CHILDREN, -5.56335, 64.7314, 8.72693, -5.60259, 64.3636, 8.62139, 0, 0, 
451, 447, NO CHILDREN, -5.56335, 64.7314, 8.72693, -5.88963, 64.5196, 8.98681, 0, 0, 
452, 389, pr: 454 pr: 455 , -2.83726, 69.3933, 4.49195, -3.03081, 68.3243, 5.45399, 0, 0, 
453, 389, pr: 484 pr: 485 , -2.83726, 69.3933, 4.49195, -4.4242, 68.1463, 4.51679, 0, 0, 
454, 452, pr: 456 pr: 457 , -3.03081, 68.3243, 5.45399, -2.90783, 67.9167, 5.5763, 0, 0, 
455, 452, pr: 470 pr: 471 , -3.03081, 68.3243, 5.45399, -2.69776, 67.0592, 7.7918, 0, 0, 
456, 454, pr: 458 pr: 459 , -2.90783, 67.9167, 5.5763, -2.11442, 67.2086, 5.45913, 0, 0, 
457, 454, pr: 464 pr: 465 , -2.90783, 67.9167, 5.5763, -2.93308, 66.9663, 6.44555, 0, 0, 
458, 456, pr: 460 pr: 461 , -2.11442, 67.2086, 5.45913, -1.72079, 66.9478, 4.98286, 0, 0, 
459, 456, pr: 462 pr: 463 , -2.11442, 67.2086, 5.45913, -1.30046, 67.1094, 5.64413, 0, 0, 
460, 458, NO CHILDREN, -1.72079, 66.9478, 4.98286, -1.60525, 66.989, 4.47561, 0, 0, 
461, 458, NO CHILDREN, -1.72079, 66.9478, 4.98286, -1.11156, 66.894, 4.74603, 0, 0, 
462, 459, NO CHILDREN, -1.30046, 67.1094, 5.64413, -1.0148, 66.8395, 5.63928, 0, 0, 
