SEG NUM, PARENT, CHILDREN, START X, START Y, START X, END X, END Y, END Z, DIST 2 ROOT, MAX DIST 2 ROOT, 
463, 459, NO CHILDREN, -1.30046, 67.1094, 5.64413, -0.793727, 66.7448, 5.58076, 0, 0, 
464, 457, pr: 466 pr: 467 , -2.93308, 66.9663, 6.44555, -2.88771, 66.8292, 7.04297, 0, 0, 
465, 457, pr: 468 pr: 469 , -2.93308, 66.9663, 6.44555, -2.82892, 66.5897, 7.35504, 0, 0, 
466, 464, NO CHILDREN, -2.88771, 66.8292, 7.04297, -2.59824, 67.0245, 7.73567, 0, 0, 
467, 464, NO CHILDREN, -2.88771, 66.8292, 7.04297, -2.75511, 66.5291, 7.23517, 0, 0, 
468, 465, NO CHILDREN, -2.82892, 66.5897, 7.35504, -2.96416, 66.5584, 7.65637, 0, 0, 
469, 465, NO CHILDREN, -2.82892, 66.5897, 7.35504, -2.38185, 66.4606, 7.87717, 0, 0, 
470, 455, pr: 472 pr: 473 , -2.69776, 67.0592, 7.7918, -3.72162, 66.6017, 9.17351, 0, 0, 
471, 455, pr: 478 pr: 479 , -2.69776, 67.0592, 7.7918, -2.86865, 67.2237, 8.69716, 0, 0, 
472, 470, pr: 474 pr: 475 , -3.72162, 66.6017, 9.17351, -3.72687, 66.5993, 9.17556, 0, 0, 
473, 470, pr: 476 pr: 477 , -3.72162, 66.6017, 9.17351, -4.31184, 66.4533, 9.34777, 0, 0, 
474, 472, NO CHILDREN, -3.72687, 66.5993, 9.17556, -4.14312, 65.9962, 9.16564, 0, 0, 
475, 472, NO CHILDREN, -3.72687, 66.5993, 9.17556, -3.77139, 66.6138, 9.18218, 0, 0, 
476, 473, NO CHILDREN, -4.31184, 66.4533, 9.34777, -4.54811, 66.2134, 9.35169, 0, 0, 
477, 473, NO CHILDREN, -4.31184, 66.4533, 9.34777, -4.42021, 66.3479, 9.43969, 0, 0, 
478, 471, pr: 480 pr: 481 , -2.86865, 67.2237, 8.69716, -3.1651, 67.2476, 8.93801, 0, 0, 
479, 471, pr: 482 pr: 483 , -2.86865, 67.2237, 8.69716, -2.74063, 66.4174, 9.80608, 0, 0, 
480, 478, NO CHILDREN, -3.1651, 67.2476, 8.93801, -3.32422, 67.3968, 9.2931, 0, 0, 
481, 478, NO CHILDREN, -3.1651, 67.2476, 8.93801, -3.28321, 67.3556, 9.33038, 0, 0, 
482, 479, NO CHILDREN, -2.74063, 66.4174, 9.80608, -2.6837, 65.9567, 10.0284, 0, 0, 
483, 479, NO CHILDREN, -2.74063, 66.4174, 9.80608, -2.64798, 66.009, 10.0288, 0, 0, 
484, 453, pr: 486 pr: 487 , -4.4242, 68.1463, 4.51679, -6.08314, 68.0379, 4.44838, 0, 0, 
485, 453, pr: 500 pr: 501 , -4.4242, 68.1463, 4.51679, -4.808, 66.7253, 3.84552, 0, 0, 
486, 484, pr: 488 pr: 489 , -6.08314, 68.0379, 4.44838, -6.77021, 67.6796, 3.88713, 0, 0, 
487, 484, pr: 494 pr: 495 , -6.08314, 68.0379, 4.44838, -7.11257, 68.536, 4.62821, 0, 0, 
488, 486, pr: 490 pr: 491 , -6.77021, 67.6796, 3.88713, -7.11673, 67.9054, 3.333, 0, 0, 
489, 486, pr: 492 pr: 493 , -6.77021, 67.6796, 3.88713, -7.01342, 67.5961, 3.174, 0, 0, 
490, 488, NO CHILDREN, -7.11673, 67.9054, 3.333, -7.16841, 68.2801, 2.9815, 0, 0, 
491, 488, NO CHILDREN, -7.11673, 67.9054, 3.333, -7.1316, 67.9044, 2.71429, 0, 0, 
492, 489, NO CHILDREN, -7.01342, 67.5961, 3.174, -6.97314, 67.7262, 2.58139, 0, 0, 
493, 489, NO CHILDREN, -7.01342, 67.5961, 3.174, -6.98701, 67.8024, 2.6388, 0, 0, 
494, 487, pr: 496 pr: 497 , -7.11257, 68.536, 4.62821, -7.39793, 68.9084, 4.53691, 0, 0, 
495, 487, pr: 498 pr: 499 , -7.11257, 68.536, 4.62821, -7.95741, 69.1297, 4.19542, 0, 0, 
496, 494, NO CHILDREN, -7.39793, 68.9084, 4.53691, -7.49677, 69.2474, 4.364, 0, 0, 
497, 494, NO CHILDREN, -7.39793, 68.9084, 4.53691, -7.60832, 69.1642, 4.13699, 0, 0, 
498, 495, NO CHILDREN, -7.95741, 69.1297, 4.19542, -8.18171, 69.2351, 4.25671, 0, 0, 
499, 495, NO CHILDREN, -7.95741, 69.1297, 4.19542, -8.11274, 69.4388, 4.26323, 0, 0, 
500, 485, pr: 502 pr: 503 , -4.808, 66.7253, 3.84552, -4.5659, 65.7553, 3.87243, 0, 0, 
501, 485, pr: 508 pr: 509 , -4.808, 66.7253, 3.84552, -5.99776, 65.6955, 3.49223, 0, 0, 
502, 500, pr: 504 pr: 505 , -4.5659, 65.7553, 3.87243, -4.67354, 65.1606, 3.55708, 0, 0, 
503, 500, pr: 506 pr: 507 , -4.5659, 65.7553, 3.87243, -4.50524, 65.5587, 3.67117, 0, 0, 
504, 502, NO CHILDREN, -4.67354, 65.1606, 3.55708, -4.90965, 64.9627, 3.51402, 0, 0, 
505, 502, NO CHILDREN, -4.67354, 65.1606, 3.55708, -4.89022, 64.8384, 3.54007, 0, 0, 
506, 503, NO CHILDREN, -4.50524, 65.5587, 3.67117, -4.05514, 65.3385, 3.27662, 0, 0, 
507, 503, NO CHILDREN, -4.50524, 65.5587, 3.67117, -4.26897, 65.4767, 2.8987, 0, 0, 
508, 501, pr: 510 pr: 511 , -5.99776, 65.6955, 3.49223, -6.19203, 65.1105, 3.48245, 0, 0, 
509, 501, pr: 512 pr: 513 , -5.99776, 65.6955, 3.49223, -6.41635, 65.4228, 2.90683, 0, 0, 
510, 508, NO CHILDREN, -6.19203, 65.1105, 3.48245, -6.13398, 64.7794, 3.60691, 0, 0, 
511, 508, NO CHILDREN, -6.19203, 65.1105, 3.48245, -6.10954, 64.7602, 3.5751, 0, 0, 
512, 509, NO CHILDREN, -6.41635, 65.4228, 2.90683, -6.54696, 65.0666, 2.62073, 0, 0, 
513, 509, NO CHILDREN, -6.41635, 65.4228, 2.90683, -6.72684, 65.4574, 2.61112, 0, 0, 
514, 3, pr: 516 pr: 517 , 3.75731, 73.3948, -4.19142, 4.34606, 69.977, -3.58502, 0, 0, 
515, 3, pr: 770 pr: 771 , 3.75731, 73.3948, -4.19142, 8.13236, 71.4194, -8.21807, 0, 0, 
516, 514, pr: 518 pr: 519 , 4.34606, 69.977, -3.58502, 1.71587, 65.9309, -2.34862, 0, 0, 
517, 514, pr: 644 pr: 645 , 4.34606, 69.977, -3.58502, 5.15992, 67.9015, -1.56091, 0, 0, 
518, 516, pr: 520 pr: 521 , 1.71587, 65.9309, -2.34862, 0.812789, 64.9201, -2.88452, 0, 0, 
519, 516, pr: 582 pr: 583 , 1.71587, 65.9309, -2.34862, 0.850503, 64.3424, -0.658906, 0, 0, 
520, 518, pr: 522 pr: 523 , 0.812789, 64.9201, -2.88452, -0.0598679, 63.3535, -5.32738, 0, 0, 
521, 518, pr: 552 pr: 553 , 0.812789, 64.9201, -2.88452, -0.438447, 64.5926, -4.27007, 0, 0, 
522, 520, pr: 524 pr: 525 , -0.0598679, 63.3535, -5.32738, -1.40777, 61.7289, -6.29364, 0, 0, 
523, 520, pr: 538 pr: 539 , -0.0598679, 63.3535, -5.32738, 0.291528, 63.1512, -7.09867, 0, 0, 
524, 522, pr: 526 pr: 527 , -1.40777, 61.7289, -6.29364, -2.20894, 61.4732, -7.09706, 0, 0, 
525, 522, pr: 532 pr: 533 , -1.40777, 61.7289, -6.29364, -1.86242, 61.5681, -6.47722, 0, 0, 
526, 524, pr: 528 pr: 529 , -2.20894, 61.4732, -7.09706, -2.58379, 61.5019, -7.23181, 0, 0, 
527, 524, pr: 530 pr: 531 , -2.20894, 61.4732, -7.09706, -2.36191, 61.2957, -7.55921, 0, 0, 
528, 526, NO CHILDREN, -2.58379, 61.5019, -7.23181, -2.86689, 61.6504, -7.20691, 0, 0, 
529, 526, NO CHILDREN, -2.58379, 61.5019, -7.23181, -2.774, 61.3574, -7.29243, 0, 0, 
530, 527, NO CHILDREN, -2.36191, 61.2957, -7.55921, -2.77211, 61.0009, -7.9237, 0, 0, 
531, 527, NO CHILDREN, -2.36191, 61.2957, -7.55921, -2.10203, 60.9753, -8.09194, 0, 0, 
532, 525, pr: 534 pr: 535 , -1.86242, 61.5681, -6.47722, -2.77842, 61.6299, -6.40804, 0, 0, 
533, 525, pr: 536 pr: 537 , -1.86242, 61.5681, -6.47722, -2.52449, 61.6637, -6.58081, 0, 0, 
534, 532, NO CHILDREN, -2.77842, 61.6299, -6.40804, -3.19413, 61.3945, -6.17405, 0, 0, 
535, 532, NO CHILDREN, -2.77842, 61.6299, -6.40804, -3.17161, 61.6734, -6.00898, 0, 0, 
536, 533, NO CHILDREN, -2.52449, 61.6637, -6.58081, -2.75066, 61.8736, -6.77151, 0, 0, 
537, 533, NO CHILDREN, -2.52449, 61.6637, -6.58081, -2.92196, 61.6951, -6.39061, 0, 0, 
538, 523, pr: 540 pr: 541 , 0.291528, 63.1512, -7.09867, 1.42265, 63.1012, -7.95409, 0, 0, 
539, 523, pr: 546 pr: 547 , 0.291528, 63.1512, -7.09867, 0.19548, 63.0888, -7.59875, 0, 0, 
540, 538, pr: 542 pr: 543 , 1.42265, 63.1012, -7.95409, 1.50796, 63.0757, -8.59921, 0, 0, 
541, 538, pr: 544 pr: 545 , 1.42265, 63.1012, -7.95409, 1.67243, 63.1987, -8.02784, 0, 0, 
542, 540, NO CHILDREN, 1.50796, 63.0757, -8.59921, 1.7155, 63.197, -8.86988, 0, 0, 
543, 540, NO CHILDREN, 1.50796, 63.0757, -8.59921, 1.1776, 62.995, -9.09331, 0, 0, 
544, 541, NO CHILDREN, 1.67243, 63.1987, -8.02784, 1.83969, 63.4628, -8.11936, 0, 0, 
545, 541, NO CHILDREN, 1.67243, 63.1987, -8.02784, 1.8107, 63.3513, -7.98031, 0, 0, 
546, 539, pr: 548 pr: 549 , 0.19548, 63.0888, -7.59875, -0.0550172, 62.8435, -7.95764, 0, 0, 
547, 539, pr: 550 pr: 551 , 0.19548, 63.0888, -7.59875, -0.0497948, 63.4216, -8.27203, 0, 0, 
548, 546, NO CHILDREN, -0.0550172, 62.8435, -7.95764, -0.583116, 62.3974, -8.08463, 0, 0, 
549, 546, NO CHILDREN, -0.0550172, 62.8435, -7.95764, -0.380251, 62.2586, -8.16936, 0, 0, 
550, 547, NO CHILDREN, -0.0497948, 63.4216, -8.27203, -0.511625, 63.6954, -8.58062, 0, 0, 
551, 547, NO CHILDREN, -0.0497948, 63.4216, -8.27203, -0.697692, 63.5673, -8.63679, 0, 0, 
552, 521, pr: 554 pr: 555 , -0.438447, 64.5926, -4.27007, -1.13523, 65.0582, -6.00776, 0, 0, 
553, 521, pr: 568 pr: 569 , -0.438447, 64.5926, -4.27007, -0.796891, 64.9123, -5.19611, 0, 0, 
554, 552, pr: 556 pr: 557 , -1.13523, 65.0582, -6.00776, -1.05619, 65.4707, -6.47423, 0, 0, 
555, 552, pr: 562 pr: 563 , -1.13523, 65.0582, -6.00776, -1.48952, 65.7358, -6.38328, 0, 0, 
556, 554, pr: 558 pr: 559 , -1.05619, 65.4707, -6.47423, -0.661241, 65.6579, -6.97162, 0, 0, 
557, 554, pr: 560 pr: 561 , -1.05619, 65.4707, -6.47423, -1.37417, 65.534, -7.32075, 0, 0, 
558, 556, NO CHILDREN, -0.661241, 65.6579, -6.97162, -0.457253, 65.5968, -7.09464, 0, 0, 
559, 556, NO CHILDREN, -0.661241, 65.6579, -6.97162, -0.299074, 65.6785, -7.06196, 0, 0, 
560, 557, NO CHILDREN, -1.37417, 65.534, -7.32075, -1.35036, 65.6396, -7.58594, 0, 0, 
561, 557, NO CHILDREN, -1.37417, 65.534, -7.32075, -2.10654, 65.4297, -7.79429, 0, 0, 
562, 555, pr: 564 pr: 565 , -1.48952, 65.7358, -6.38328, -1.48801, 66.6479, -6.48271, 0, 0, 
563, 555, pr: 566 pr: 567 , -1.48952, 65.7358, -6.38328, -1.93958, 66.0671, -7.07198, 0, 0, 
564, 562, NO CHILDREN, -1.48801, 66.6479, -6.48271, -1.34582, 66.9106, -6.38537, 0, 0, 
565, 562, NO CHILDREN, -1.48801, 66.6479, -6.48271, -1.32237, 67.0012, -6.34451, 0, 0, 
566, 563, NO CHILDREN, -1.93958, 66.0671, -7.07198, -1.96856, 66.032, -7.23826, 0, 0, 
567, 563, NO CHILDREN, -1.93958, 66.0671, -7.07198, -2.4674, 66.3822, -7.23855, 0, 0, 
568, 553, pr: 570 pr: 571 , -0.796891, 64.9123, -5.19611, -0.641264, 65.611, -6.21076, 0, 0, 
569, 553, pr: 576 pr: 577 , -0.796891, 64.9123, -5.19611, -0.779573, 64.7126, -6.53016, 0, 0, 
570, 568, pr: 572 pr: 573 , -0.641264, 65.611, -6.21076, -1.02458, 66.6344, -6.79282, 0, 0, 
571, 568, pr: 574 pr: 575 , -0.641264, 65.611, -6.21076, -0.288174, 66.0543, -6.54921, 0, 0, 
572, 570, NO CHILDREN, -1.02458, 66.6344, -6.79282, -1.27295, 66.8046, -6.95949, 0, 0, 
573, 570, NO CHILDREN, -1.02458, 66.6344, -6.79282, -1.01078, 66.9086, -7.4108, 0, 0, 
574, 571, NO CHILDREN, -0.288174, 66.0543, -6.54921, 0.01067, 66.4684, -6.53059, 0, 0, 
575, 571, NO CHILDREN, -0.288174, 66.0543, -6.54921, 0.0659966, 66.4028, -6.55171, 0, 0, 
576, 569, pr: 578 pr: 579 , -0.779573, 64.7126, -6.53016, -0.338248, 64.2283, -7.20119, 0, 0, 
577, 569, pr: 580 pr: 581 , -0.779573, 64.7126, -6.53016, -0.875725, 64.8151, -6.95586, 0, 0, 
578, 576, NO CHILDREN, -0.338248, 64.2283, -7.20119, -0.318734, 64.0947, -7.25787, 0, 0, 
579, 576, NO CHILDREN, -0.338248, 64.2283, -7.20119, -0.320963, 64.0933, -7.62803, 0, 0, 
580, 577, NO CHILDREN, -0.875725, 64.8151, -6.95586, -1.07499, 65.0808, -7.25838, 0, 0, 
581, 577, NO CHILDREN, -0.875725, 64.8151, -6.95586, -0.66907, 65.0845, -7.31994, 0, 0, 
582, 519, pr: 584 pr: 585 , 0.850503, 64.3424, -0.658906, -0.384349, 63.9933, 0.519637, 0, 0, 
583, 519, pr: 614 pr: 615 , 0.850503, 64.3424, -0.658906, -1.01924, 62.6304, -0.181636, 0, 0, 
584, 582, pr: 586 pr: 587 , -0.384349, 63.9933, 0.519637, -1.61816, 63.8685, 0.781408, 0, 0, 
585, 582, pr: 600 pr: 601 , -0.384349, 63.9933, 0.519637, -0.797078, 64.301, 1.09292, 0, 0, 
586, 584, pr: 588 pr: 589 , -1.61816, 63.8685, 0.781408, -2.38006, 63.3811, 1.46865, 0, 0, 
587, 584, pr: 594 pr: 595 , -1.61816, 63.8685, 0.781408, -2.29999, 64.1241, 1.41677, 0, 0, 
588, 586, pr: 590 pr: 591 , -2.38006, 63.3811, 1.46865, -2.47326, 63.194, 2.0915, 0, 0, 
589, 586, pr: 592 pr: 593 , -2.38006, 63.3811, 1.46865, -2.93395, 63.1227, 1.46918, 0, 0, 
590, 588, NO CHILDREN, -2.47326, 63.194, 2.0915, -2.08112, 63.2246, 2.71879, 0, 0, 
591, 588, NO CHILDREN, -2.47326, 63.194, 2.0915, -2.89986, 62.7541, 2.44417, 0, 0, 
592, 589, NO CHILDREN, -2.93395, 63.1227, 1.46918, -3.22213, 63.1707, 1.38545, 0, 0, 
593, 589, NO CHILDREN, -2.93395, 63.1227, 1.46918, -3.18925, 62.8991, 1.32957, 0, 0, 
594, 587, pr: 596 pr: 597 , -2.29999, 64.1241, 1.41677, -3.04206, 64.2718, 1.5427, 0, 0, 
595, 587, pr: 598 pr: 599 , -2.29999, 64.1241, 1.41677, -3.19461, 64.2762, 1.64564, 0, 0, 
596, 594, NO CHILDREN, -3.04206, 64.2718, 1.5427, -3.73519, 64.786, 1.48738, 0, 0, 
597, 594, NO CHILDREN, -3.04206, 64.2718, 1.5427, -3.44571, 64.1641, 1.72771, 0, 0, 
598, 595, NO CHILDREN, -3.19461, 64.2762, 1.64564, -4.02981, 64.1073, 1.3663, 0, 0, 
599, 595, NO CHILDREN, -3.19461, 64.2762, 1.64564, -3.60561, 64.6975, 1.82756, 0, 0, 
600, 585, pr: 602 pr: 603 , -0.797078, 64.301, 1.09292, -1.5755, 63.927, 2.03624, 0, 0, 
601, 585, pr: 608 pr: 609 , -0.797078, 64.301, 1.09292, -1.30627, 65.1771, 1.48314, 0, 0, 
602, 600, pr: 604 pr: 605 , -1.5755, 63.927, 2.03624, -1.97644, 64.1634, 2.54621, 0, 0, 
603, 600, pr: 606 pr: 607 , -1.5755, 63.927, 2.03624, -1.94907, 63.9366, 2.22669, 0, 0, 
604, 602, NO CHILDREN, -1.97644, 64.1634, 2.54621, -2.51195, 64.4129, 2.68946, 0, 0, 
605, 602, NO CHILDREN, -1.97644, 64.1634, 2.54621, -2.21677, 64.0618, 2.93302, 0, 0, 
606, 603, NO CHILDREN, -1.94907, 63.9366, 2.22669, -2.46474, 63.3615, 2.72174, 0, 0, 
607, 603, NO CHILDREN, -1.94907, 63.9366, 2.22669, -2.38585, 64.2072, 2.77429, 0, 0, 
608, 601, pr: 610 pr: 611 , -1.30627, 65.1771, 1.48314, -1.35027, 65.3379, 1.75642, 0, 0, 
609, 601, pr: 612 pr: 613 , -1.30627, 65.1771, 1.48314, -1.31413, 65.7692, 1.69042, 0, 0, 
610, 608, NO CHILDREN, -1.35027, 65.3379, 1.75642, -1.12828, 65.4843, 2.15563, 0, 0, 
611, 608, NO CHILDREN, -1.35027, 65.3379, 1.75642, -1.28267, 65.5476, 1.92712, 0, 0, 
612, 609, NO CHILDREN, -1.31413, 65.7692, 1.69042, -1.70092, 66.2579, 1.86643, 0, 0, 
613, 609, NO CHILDREN, -1.31413, 65.7692, 1.69042, -1.51986, 66.4783, 1.52676, 0, 0, 
614, 583, pr: 616 pr: 617 , -1.01924, 62.6304, -0.181636, -2.05932, 61.8275, 0.628588, 0, 0, 
615, 583, pr: 630 pr: 631 , -1.01924, 62.6304, -0.181636, -2.35978, 61.9337, 1.22924, 0, 0, 
616, 614, pr: 618 pr: 619 , -2.05932, 61.8275, 0.628588, -2.56456, 61.762, 0.698283, 0, 0, 
617, 614, pr: 624 pr: 625 , -2.05932, 61.8275, 0.628588, -3.01228, 61.6885, 0.849146, 0, 0, 
618, 616, pr: 620 pr: 621 , -2.56456, 61.762, 0.698283, -3.18608, 61.8522, 0.495271, 0, 0, 
619, 616, pr: 622 pr: 623 , -2.56456, 61.762, 0.698283, -3.64746, 61.9293, 1.40962, 0, 0, 
620, 618, NO CHILDREN, -3.18608, 61.8522, 0.495271, -3.39768, 61.6905, 0.332407, 0, 0, 
621, 618, NO CHILDREN, -3.18608, 61.8522, 0.495271, -3.90926, 61.8763, 0.624211, 0, 0, 
622, 619, NO CHILDREN, -3.64746, 61.9293, 1.40962, -3.93891, 61.9941, 1.33665, 0, 0, 
623, 619, NO CHILDREN, -3.64746, 61.9293, 1.40962, -3.89107, 61.916, 1.40248, 0, 0, 
624, 617, pr: 626 pr: 627 , -3.01228, 61.6885, 0.849146, -3.84953, 61.2063, 0.521293, 0, 0, 
625, 617, pr: 628 pr: 629 , -3.01228, 61.6885, 0.849146, -3.62591, 61.9841, 1.26882, 0, 0, 
626, 624, NO CHILDREN, -3.84953, 61.2063, 0.521293, -4.5759, 61.225, 0.0591319, 0, 0, 
627, 624, NO CHILDREN, -3.84953, 61.2063, 0.521293, -3.90849, 61.1978, 0.523586, 0, 0, 
628, 625, NO CHILDREN, -3.62591, 61.9841, 1.26882, -3.91014, 61.9028, 1.60505, 0, 0, 
629, 625, NO CHILDREN, -3.62591, 61.9841, 1.26882, -4.08842, 61.8588, 1.40184, 0, 0, 
630, 615, pr: 632 pr: 633 , -2.35978, 61.9337, 1.22924, -2.61135, 61.2036, 2.00213, 0, 0, 
631, 615, pr: 638 pr: 639 , -2.35978, 61.9337, 1.22924, -3.03297, 61.8759, 1.51187, 0, 0, 
632, 630, pr: 634 pr: 635 , -2.61135, 61.2036, 2.00213, -2.78516, 60.9175, 2.04781, 0, 0, 
633, 630, pr: 636 pr: 637 , -2.61135, 61.2036, 2.00213, -3.04316, 61.1647, 2.77404, 0, 0, 
634, 632, NO CHILDREN, -2.78516, 60.9175, 2.04781, -3.44753, 60.7323, 2.0156, 0, 0, 
635, 632, NO CHILDREN, -2.78516, 60.9175, 2.04781, -2.83153, 60.6396, 2.28711, 0, 0, 
636, 633, NO CHILDREN, -3.04316, 61.1647, 2.77404, -3.10488, 60.6948, 3.14246, 0, 0, 
637, 633, NO CHILDREN, -3.04316, 61.1647, 2.77404, -2.95038, 61.2492, 3.32066, 0, 0, 
638, 631, pr: 640 pr: 641 , -3.03297, 61.8759, 1.51187, -3.80316, 61.5328, 1.66464, 0, 0, 
639, 631, pr: 642 pr: 643 , -3.03297, 61.8759, 1.51187, -3.65851, 61.3423, 1.86578, 0, 0, 
640, 638, NO CHILDREN, -3.80316, 61.5328, 1.66464, -4.06468, 61.441, 1.88464, 0, 0, 
641, 638, NO CHILDREN, -3.80316, 61.5328, 1.66464, -4.30796, 61.0649, 1.55228, 0, 0, 
642, 639, NO CHILDREN, -3.65851, 61.3423, 1.86578, -3.72942, 61.1291, 1.87245, 0, 0, 
643, 639, NO CHILDREN, -3.65851, 61.3423, 1.86578, -3.66578, 61.3312, 1.89982, 0, 0, 
644, 517, pr: 646 pr: 647 , 5.15992, 67.9015, -1.56091, 5.52081, 67.6787, -1.37796, 0, 0, 
645, 517, pr: 708 pr: 709 , 5.15992, 67.9015, -1.56091, 4.16379, 65.6984, -0.503106, 0, 0, 
646, 644, pr: 648 pr: 649 , 5.52081, 67.6787, -1.37796, 6.05782, 67.0206, -0.100589, 0, 0, 
647, 644, pr: 678 pr: 679 , 5.52081, 67.6787, -1.37796, 6.9631, 67.6779, -0.660815, 0, 0, 
648, 646, pr: 650 pr: 651 , 6.05782, 67.0206, -0.100589, 5.92852, 66.5655, 0.736695, 0, 0, 
649, 646, pr: 664 pr: 665 , 6.05782, 67.0206, -0.100589, 6.78008, 65.6456, 0.920512, 0, 0, 
650, 648, pr: 652 pr: 653 , 5.92852, 66.5655, 0.736695, 6.78397, 66.2862, 2.13401, 0, 0, 
651, 648, pr: 658 pr: 659 , 5.92852, 66.5655, 0.736695, 6.09647, 66.588, 1.50876, 0, 0, 
652, 650, pr: 654 pr: 655 , 6.78397, 66.2862, 2.13401, 6.81854, 65.9676, 2.647, 0, 0, 
653, 650, pr: 656 pr: 657 , 6.78397, 66.2862, 2.13401, 7.51154, 66.3292, 2.39519, 0, 0, 
654, 652, NO CHILDREN, 6.81854, 65.9676, 2.647, 6.98686, 65.8671, 2.80144, 0, 0, 
655, 652, NO CHILDREN, 6.81854, 65.9676, 2.647, 6.74394, 65.957, 3.05309, 0, 0, 
656, 653, NO CHILDREN, 7.51154, 66.3292, 2.39519, 7.7293, 66.147, 2.63689, 0, 0, 
657, 653, NO CHILDREN, 7.51154, 66.3292, 2.39519, 7.94834, 66.118, 2.7273, 0, 0, 
658, 651, pr: 660 pr: 661 , 6.09647, 66.588, 1.50876, 6.3495, 66.2048, 2.12907, 0, 0, 
659, 651, pr: 662 pr: 663 , 6.09647, 66.588, 1.50876, 6.0323, 66.8493, 2.1458, 0, 0, 
660, 658, NO CHILDREN, 6.3495, 66.2048, 2.12907, 6.39498, 66.1827, 2.52315, 0, 0, 
661, 658, NO CHILDREN, 6.3495, 66.2048, 2.12907, 6.53597, 66.2756, 2.81458, 0, 0, 
662, 659, NO CHILDREN, 6.0323, 66.8493, 2.1458, 5.97243, 66.6921, 2.59878, 0, 0, 
663, 659, NO CHILDREN, 6.0323, 66.8493, 2.1458, 6.17467, 67.0294, 2.42516, 0, 0, 
664, 649, pr: 666 pr: 667 , 6.78008, 65.6456, 0.920512, 6.47455, 64.4356, 1.61503, 0, 0, 
665, 649, pr: 672 pr: 673 , 6.78008, 65.6456, 0.920512, 7.36291, 64.9884, 0.775028, 0, 0, 
666, 664, pr: 668 pr: 669 , 6.47455, 64.4356, 1.61503, 6.57752, 64.0805, 1.72064, 0, 0, 
667, 664, pr: 670 pr: 671 , 6.47455, 64.4356, 1.61503, 6.36067, 63.9571, 2.3526, 0, 0, 
668, 666, NO CHILDREN, 6.57752, 64.0805, 1.72064, 6.86679, 63.8304, 1.93678, 0, 0, 
669, 666, NO CHILDREN, 6.57752, 64.0805, 1.72064, 6.44088, 63.6708, 2.15095, 0, 0, 
670, 667, NO CHILDREN, 6.36067, 63.9571, 2.3526, 6.40013, 63.7798, 2.44415, 0, 0, 
671, 667, NO CHILDREN, 6.36067, 63.9571, 2.3526, 6.28326, 63.88, 3.03817, 0, 0, 
672, 665, pr: 674 pr: 675 , 7.36291, 64.9884, 0.775028, 7.50856, 64.627, 0.571195, 0, 0, 
673, 665, pr: 676 pr: 677 , 7.36291, 64.9884, 0.775028, 7.65687, 64.1868, 0.00163054, 0, 0, 
674, 672, NO CHILDREN, 7.50856, 64.627, 0.571195, 7.63052, 64.5196, 0.317767, 0, 0, 
675, 672, NO CHILDREN, 7.50856, 64.627, 0.571195, 7.93278, 64.3573, 0.179398, 0, 0, 
676, 673, NO CHILDREN, 7.65687, 64.1868, 0.00163054, 7.93324, 63.9973, -0.111692, 0, 0, 
677, 673, NO CHILDREN, 7.65687, 64.1868, 0.00163054, 7.50392, 63.948, -0.290365, 0, 0, 
678, 647, pr: 680 pr: 681 , 6.9631, 67.6779, -0.660815, 7.70531, 68.0607, 0.566096, 0, 0, 
679, 647, pr: 694 pr: 695 , 6.9631, 67.6779, -0.660815, 8.28357, 66.8521, -0.429244, 0, 0, 
680, 678, pr: 682 pr: 683 , 7.70531, 68.0607, 0.566096, 8.07648, 68.3749, 0.815222, 0, 0, 
681, 678, pr: 688 pr: 689 , 7.70531, 68.0607, 0.566096, 8.83827, 68.4021, 1.4332, 0, 0, 
682, 680, pr: 684 pr: 685 , 8.07648, 68.3749, 0.815222, 8.24488, 68.6954, 1.2881, 0, 0, 
683, 680, pr: 686 pr: 687 , 8.07648, 68.3749, 0.815222, 8.32259, 68.3666, 1.21903, 0, 0, 
684, 682, NO CHILDREN, 8.24488, 68.6954, 1.2881, 8.10834, 68.9316, 2.0355, 0, 0, 
685, 682, NO CHILDREN, 8.24488, 68.6954, 1.2881, 8.56082, 68.7439, 1.662, 0, 0, 
686, 683, NO CHILDREN, 8.32259, 68.3666, 1.21903, 8.41508, 68.0005, 1.64088, 0, 0, 
687, 683, NO CHILDREN, 8.32259, 68.3666, 1.21903, 8.97367, 68.2811, 1.49512, 0, 0, 
688, 681, pr: 690 pr: 691 , 8.83827, 68.4021, 1.4332, 9.19303, 69.095, 1.64028, 0, 0, 
689, 681, pr: 692 pr: 693 , 8.83827, 68.4021, 1.4332, 9.05087, 68.6727, 1.86706, 0, 0, 
690, 688, NO CHILDREN, 9.19303, 69.095, 1.64028, 9.12877, 69.6577, 1.9835, 0, 0, 
691, 688, NO CHILDREN, 9.19303, 69.095, 1.64028, 9.35576, 69.4034, 2.15608, 0, 0, 
692, 689, NO CHILDREN, 9.05087, 68.6727, 1.86706, 9.20844, 68.645, 2.0834, 0, 0, 
693, 689, NO CHILDREN, 9.05087, 68.6727, 1.86706, 8.94344, 68.9333, 2.39536, 0, 0, 
694, 679, pr: 696 pr: 697 , 8.28357, 66.8521, -0.429244, 8.57479, 66.4815, -0.0926974, 0, 0, 
695, 679, pr: 70
